"title","authors","year","publisher","abstract","url"
"Towards reasoning in large language models: A survey","J Huang, KCC Chang","2023","aclanthology.org","Reasoning is a fundamental aspect of human intelligence that plays a crucial role in activities such as problem solving, decision making, and critical thinking. In recent years, large language models (LLMs) have made significant progress in natural language processing, and there is observation that these models may exhibit reasoning abilities when they are sufficiently large. However, it is not yet clear to what extent LLMs are capable of reasoning. This paper provides a comprehensive overview of the current state of knowledge on reasoning in LLMs, including techniques for improving and eliciting reasoning in these models, methods and benchmarks for evaluating reasoning abilities, findings and implications of previous research in this field, and suggestions on future directions. Our aim is to provide a detailed and up-to-date review of this topic and stimulate meaningful discussion and future work.","https://aclanthology.org/2023.findings-acl.67/"
"Thinksum: Probabilistic reasoning over sets using large language models","B Ozturkler, N Malkin, Z Wang…","2023","aclanthology.org","Large language models (LLMs) have a substantial capacity for high-level analogical reasoning: reproducing patterns in linear text that occur in their training data (zero-shot evaluation) or in the provided context (few-shot in-context learning). However, recent studies show that even the more advanced LLMs fail in scenarios that require reasoning over multiple objects or facts and making sequences of logical deductions. We propose a two-stage probabilistic inference paradigm, ThinkSum, which reasons over sets of objects or facts in a structured manner. In the first stage (Think – retrieval of associations), a LLM is queried in parallel over a set of phrases extracted from the prompt or an auxiliary model call. In the second stage (Sum – probabilistic inference or reasoning), the results of these queries are aggregated to make the final prediction. We demonstrate the possibilities and advantages of ThinkSum on the BIG-bench suite of LLM evaluation tasks, achieving improvements over the state of the art using GPT-family models on thirteen difficult tasks, often with far smaller model variants. We also compare and contrast ThinkSum with other proposed modifications to direct prompting of LLMs, such as variants of chain-of-thought prompting. Our results suggest that because the probabilistic inference in ThinkSum is performed outside of calls to the LLM, ThinkSum is less sensitive to prompt design, yields more interpretable predictions, and can be flexibly combined with latent variable models to extract structured knowledge from LLMs. Overall, our proposed paradigm represents a promising approach for enhancing the reasoning capabilities of LLMs.","https://aclanthology.org/2023.acl-long.68/"
"Beneath surface similarity: Large language models make reasonable scientific analogies after structure abduction","S Yuan, J Chen, X Ge, Y Xiao, D Yang","2023","arXiv","The vital role of analogical reasoning in human cognition allows us to grasp novel concepts by linking them with familiar ones through shared relational structures. Despite the attention previous research has given to word analogies, this work suggests that Large Language Models (LLMs) often overlook the structures that underpin these analogies, raising questions about the efficacy of word analogies as a measure of analogical reasoning skills akin to human cognition. In response to this, our paper introduces a task of analogical structure abduction, grounded in cognitive psychology, designed to abduce structures that form an analogy between two systems. In support of this task, we establish a benchmark called SCAR, containing 400 scientific analogies from 13 distinct fields, tailored for evaluating analogical reasoning with structure abduction. The empirical evidence underlines the continued challenges faced by LLMs, including ChatGPT and GPT-4, in mastering this task, signifying the need for future exploration to enhance their abilities.","https://arxiv.org/abs/2305.12660"
"Buffer of thoughts: Thought-augmented reasoning with large language models","L Yang, Z Yu, T Zhang, S Cao, M Xu…","2024","NeurIPS","… Analogical Reasoning Analogical reasoning is a useful technique for natural … large
language models to tackle complex reasoning tasks through our thought-augmented reasoning …","https://proceedings.neurips.cc/paper_files/paper/2024/hash/cde328b7bf6358f5ebb91fe9c539745e-Abstract-Conference.html"
"E-KAR: A benchmark for rationalizing natural language analogical reasoning","J Chen, R Xu, Z Fu, W Shi, Z Li, X Zhang, C Sun…","2022","arXiv","The ability to recognize analogies is fundamental to human cognition. Existing benchmarks to test word analogy do not reveal the underneath process of analogical reasoning of neural models. Holding the belief that models capable of reasoning should be right for the right reasons, we propose a first-of-its-kind Explainable Knowledge-intensive Analogical Reasoning benchmark (E-KAR). Our benchmark consists of 1,655 (in Chinese) and 1,251 (in English) problems sourced from the Civil Service Exams, which require intensive background knowledge to solve. More importantly, we design a free-text explanation scheme to explain whether an analogy should be drawn, and manually annotate them for each and every question and candidate answer. Empirical results suggest that this benchmark is very challenging for some state-of-the-art models for both explanation generation and analogical question answering tasks, which invites further research in this area.","https://arxiv.org/abs/2203.08480"
"Optimizing reasoning abilities in large language models: A step-by-step approach","Z Chen, Y Li, K Wang","2024","techrxiv.org","… attention mechanisms significantly improved the model’s performance across a variety of
reasoning tasks, including deductive reasoning, analogical reasoning, and causal inference. …","https://www.techrxiv.org/doi/full/10.36227/techrxiv.172114650.09447731"
"Language models, like humans, show content effects on reasoning tasks","AK Lampinen, I Dasgupta, SCY Chan…","2024","academic.oup.com","… These content-entangled reasoning patterns are central to … Here, we investigate whether
language models—whose prior … language modeling: including Chinchilla (37) a large model (…","https://academic.oup.com/pnasnexus/article-abstract/3/7/pgae233/7712372"
"Exploring the reasoning abilities of multimodal large language models (mllms): A comprehensive survey on emerging trends in multimodal reasoning","Y Wang, W Chen, X Han, X Lin, H Zhao, Y Liu…","2024","arXiv","Strong Artificial Intelligence (Strong AI) or Artificial General Intelligence (AGI) with abstract reasoning ability is the goal of next-generation AI. Recent advancements in Large Language Models (LLMs), along with the emerging field of Multimodal Large Language Models (MLLMs), have demonstrated impressive capabilities across a wide range of multimodal tasks and applications. Particularly, various MLLMs, each with distinct model architectures, training data, and training stages, have been evaluated across a broad range of MLLM benchmarks. These studies have, to varying degrees, revealed different aspects of the current capabilities of MLLMs. However, the reasoning abilities of MLLMs have not been systematically investigated. In this survey, we comprehensively review the existing evaluation protocols of multimodal reasoning, categorize and illustrate the frontiers of MLLMs, introduce recent trends in applications of MLLMs on reasoning-intensive tasks, and finally discuss current practices and future directions. We believe our survey establishes a solid base and sheds light on this important topic, multimodal reasoning.","https://arxiv.org/abs/2401.06805"
"ANALOGICAL--A Novel Benchmark for Long Text Analogy Evaluation in Large Language Models","T Wijesiriwardene, R Wickramarachchi…","2023","arXiv","Over the past decade, analogies, in the form of word-level analogies, have played a significant role as an intrinsic measure of evaluating the quality of word embedding methods such as word2vec. Modern large language models (LLMs), however, are primarily evaluated on extrinsic measures based on benchmarks such as GLUE and SuperGLUE, and there are only a few investigations on whether LLMs can draw analogies between long texts. In this paper, we present ANALOGICAL, a new benchmark to intrinsically evaluate LLMs across a taxonomy of analogies of long text with six levels of complexity -- (i) word, (ii) word vs. sentence, (iii) syntactic, (iv) negation, (v) entailment, and (vi) metaphor. Using thirteen datasets and three different distance measures, we evaluate the abilities of eight LLMs in identifying analogical pairs in the semantic vector space. Our evaluation finds that it is increasingly challenging for LLMs to identify analogies when going up the analogy taxonomy.","https://arxiv.org/abs/2305.05050"
"Large language models should be used as scientific reasoning engines, not knowledge databases","D Truhn, JS Reis-Filho, JN Kather","2023","Nature","Open Access articles citing this article. Evaluating GPT-4’s ability to generate informed consent material for genetic testing Eirini Petrou, Kelly E. Ormond … Effy Vayena npj Artificial Intelligence Open Access 03 November 2025 AI in peer review: can artificial intelligence be an ally in reducing gender and geographical gaps in peer review? A randomized trial André L. Teixeira Research Integrity and Peer Review Open Access 27 October 2025 Enhanced pre-recruitment framework for clinical trial questionnaires through the integration of large language models and knowledge graphs Chen Zihang, Liu Liang … Li Ying Scientific Reports Open Access 28 July 2025","https://www.nature.com/articles/s41591-023-02594-z"
"Large language models are not strong abstract reasoners","G Gendron, Q Bao, M Witbrock, G Dobbie","2023","arXiv","Large Language Models have shown tremendous performance on a large variety of natural language processing tasks, ranging from text comprehension to common sense reasoning. However, the mechanisms responsible for this success remain opaque, and it is unclear whether LLMs can achieve human-like cognitive capabilities or whether these models are still fundamentally circumscribed. Abstract reasoning is a fundamental task for cognition, consisting of finding and applying a general pattern from few data. Evaluating deep neural architectures on this task could give insight into their potential limitations regarding reasoning and their broad generalisation abilities, yet this is currently an under-explored area. In this paper, we introduce a new benchmark for evaluating language models beyond memorization on abstract reasoning tasks. We perform extensive evaluations of state-of-the-art LLMs, showing that they currently achieve very limited performance in contrast with other natural language tasks, even when applying techniques that have been shown to improve performance on other NLP tasks. We argue that guiding LLM generation to follow causal paths could help improve the generalisation and reasoning abilities of LLMs.","https://arxiv.org/abs/2305.19555"
"Persistent anti-muslim bias in large language models","A Abid, M Farooqi, J Zou","2021","ACM","… We probe GPT-3 in various ways, including prompt completion, analogical reasoning,
and story generation, to understand this anti-Muslim bias, demonstrating that it appears …","https://dl.acm.org/doi/abs/10.1145/3461702.3462624"
"[PDF] Language models show human-like content effects on reasoning","I Dasgupta, AK Lampinen, SCY Chan…","2022","web.stanford.edu","… language models rely on content when reasoning — using simple heuristics in some contexts,
and reasoning … a unitary system — a large transformer language model — can mirror this …","http://web.stanford.edu/~jlmcc/papers/DasguptaLampinenEtAl22LMsShowHumanLikeContentEffectsInReasoning.pdf"
"Large language models as general pattern machines","S Mirchandani, F Xia, P Florence, B Ichter…","2023","arXiv","We observe that pre-trained large language models (LLMs) are capable of autoregressively completing complex token sequences -- from arbitrary ones procedurally generated by probabilistic context-free grammars (PCFG), to more rich spatial patterns found in the Abstraction and Reasoning Corpus (ARC), a general AI benchmark, prompted in the style of ASCII art. Surprisingly, pattern completion proficiency can be partially retained even when the sequences are expressed using tokens randomly sampled from the vocabulary. These results suggest that without any additional training, LLMs can serve as general sequence modelers, driven by in-context learning. In this work, we investigate how these zero-shot capabilities may be applied to problems in robotics -- from extrapolating sequences of numbers that represent states over time to complete simple motions, to least-to-most prompting of reward-conditioned trajectories that can discover and represent closed-loop policies (e.g., a stabilizing controller for CartPole). While difficult to deploy today for real systems due to latency, context size limitations, and compute costs, the approach of using LLMs to drive low-level control may provide an exciting glimpse into how the patterns among words could be transferred to actions.","https://arxiv.org/abs/2307.04721"
"Tram: Benchmarking temporal reasoning for large language models","Y Wang, Y Zhao","2024","aclanthology.org","Reasoning about time is essential for understanding the nuances of events described in natural language. Previous research on this topic has been limited in scope, characterized by a lack of standardized benchmarks that would allow for consistent evaluations across different studies. In this paper, we introduce TRAM, a temporal reasoning benchmark composed of ten datasets, encompassing various temporal aspects of events such as order, arithmetic, frequency, and duration, designed to facilitate a comprehensive evaluation of the TeR capabilities of large language models (LLMs). We evaluate popular LLMs like GPT-4 and Llama2 in zero-shot and few-shot scenarios, and establish baselines with BERT-based and domain-specific models. Our findings indicate that the best-performing model lags significantly behind human performance. It is our aspiration that TRAM will spur further progress in enhancing the TeR capabilities of LLMs.","https://aclanthology.org/2024.findings-acl.382/"
"Hypothesis search: Inductive reasoning with language models","R Wang, E Zelikman, G Poesia, Y Pu, N Haber…","2023","arXiv","Inductive reasoning is a core problem-solving capacity: humans can identify underlying principles from a few examples, which robustly generalize to novel scenarios. Recent work evaluates large language models (LLMs) on inductive reasoning tasks by directly prompting them yielding ""in context learning."" This works well for straightforward inductive tasks but performs poorly on complex tasks such as the Abstraction and Reasoning Corpus (ARC). In this work, we propose to improve the inductive reasoning ability of LLMs by generating explicit hypotheses at multiple levels of abstraction: we prompt the LLM to propose multiple abstract hypotheses about the problem, in natural language, then implement the natural language hypotheses as concrete Python programs. These programs can be verified by running on observed examples and generalized to novel inputs. To reduce the hypothesis search space, we explore steps to filter the set of hypotheses to implement: we either ask the LLM to summarize them into a smaller set of hypotheses or ask human annotators to select a subset. We verify our pipeline's effectiveness on the ARC visual inductive reasoning benchmark, its variant 1D-ARC, string transformation dataset SyGuS, and list transformation dataset List Functions. On a random 100-problem subset of ARC, our automated pipeline using LLM summaries achieves 30% accuracy, outperforming the direct prompting baseline (accuracy of 17%). With the minimal human input of selecting from LLM-generated candidates, performance is boosted to 33%. Our ablations show that both abstract hypothesis generation and concrete program representations benefit LLMs on inductive reasoning tasks.","https://arxiv.org/abs/2309.05660"
"Multimodal analogical reasoning over knowledge graphs","N Zhang, L Li, X Chen, X Liang, S Deng…","2022","arXiv","Analogical reasoning is fundamental to human cognition and holds an important place in various fields. However, previous studies mainly focus on single-modal analogical reasoning and ignore taking advantage of structure knowledge. Notably, the research in cognitive psychology has demonstrated that information from multimodal sources always brings more powerful cognitive transfer than single modality sources. To this end, we introduce the new task of multimodal analogical reasoning over knowledge graphs, which requires multimodal reasoning ability with the help of background knowledge. Specifically, we construct a Multimodal Analogical Reasoning dataSet (MARS) and a multimodal knowledge graph MarKG. We evaluate with multimodal knowledge graph embedding and pre-trained Transformer baselines, illustrating the potential challenges of the proposed task. We further propose a novel model-agnostic Multimodal analogical reasoning framework with Transformer (MarT) motivated by the structure mapping theory, which can obtain better performance. Code and datasets are available in this https URL.","https://arxiv.org/abs/2210.00312"
"CANDLE: iterative conceptualization and instantiation distillation from large language models for commonsense reasoning","W Wang, T Fang, C Li, H Shi, W Ding…","2024","aclanthology.org","… ConceptuAlization and INstantiation Distillation from Large Language ModEls), a distillation
framework … knowledge bases by instructing large language models to generate both types of …","https://aclanthology.org/2024.luhme-long.128/"
"The debate over understanding in AI's large language models","M Mitchell, DC Krakauer","2023","PNAS","… while the fluency of large language models is surprising, our surprise reflects our lack of
intuition of what statistical correlations can produce at the scales of these models. Anyone who …","https://www.pnas.org/doi/abs/10.1073/pnas.2215907120"
"Symbols and grounding in large language models","E Pavlick","2023","royalsocietypublishing.org","… Large neural language models, of the type discussed in this article, have existed for roughly
5 years. Since their advent, much work has attempted to understand the internal working of …","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2022.0041"
"Automatic scoring of metaphor creativity with large language models","PV DiStefano, JD Patterson…","2025","Taylor & Francis","… creativity, facilitating abstract thinking, analogical reasoning, and idea generation. Typically,
… tasks automatically using semantic distance and large language models (LLMs). Here, we …","https://www.tandfonline.com/doi/abs/10.1080/10400419.2024.2326343"
"Large language models are visual reasoning coordinators","L Chen, B Li, S Shen, J Yang, C Li…","2023","NeurIPS","… A diagnostic study of visual question answering with analogical reasoning. In 2021 IEEE
International Conference on Image Processing (ICIP), pages 2463–2467. IEEE, 2021. …","https://proceedings.neurips.cc/paper_files/paper/2023/hash/ddfe6bae7b869e819f842753009b94ad-Abstract-Conference.html"
"Cognitive effects in large language models","J Shaki, S Kraus, M Wooldridge","2023","arXiv","Large Language Models (LLMs) such as ChatGPT have received enormous attention over the past year and are now used by hundreds of millions of people every day. The rapid adoption of this technology naturally raises questions about the possible biases such models might exhibit. In this work, we tested one of these models (GPT-3) on a range of cognitive effects, which are systematic patterns that are usually found in human cognitive tasks. We found that LLMs are indeed prone to several human cognitive effects. Specifically, we show that the priming, distance, SNARC, and size congruity effects were presented with GPT-3, while the anchoring effect is absent. We describe our methodology, and specifically the way we converted real-world experiments to text-based experiments. Finally, we speculate on the possible reasons why GPT-3 exhibits these effects and discuss whether they are imitated or reinvented.","https://arxiv.org/abs/2308.14337"
"[PDF] Evaluating Abstract Reasoning and Problem-Solving Abilities of Large Language Models Using Raven's Progressive Matrices","C Zhang, L Wang","2024","assets-eu.researchsquare.com","… in their performance across different types of reasoning tasks, with Llama excelling in
sequential pattern recognition and analogical reasoning, whereas Mistral exhibited a noticeable …","https://assets-eu.researchsquare.com/files/rs-4560345/v1_covered_785e6818-5e15-42b1-9b0f-0b2fa07b55ce.pdf"
"Through the lens of core competency: Survey on evaluation of large language models","Z Ziyu, C Qiguang, M Longxuan, L Mingda…","2023","aclanthology.org","“From pre-trained language model (PLM) to large language model (LLM), the field of naturallanguage processing (NLP) has witnessed steep performance gains and wide practical uses. Theevaluation of a research field guides its direction of improvement. However, LLMs are extremelyhard to thoroughly evaluate for two reasons. First of all, traditional NLP tasks become inade-quate due to the excellent performance of LLM. Secondly, existing evaluation tasks are difficultto keep up with the wide range of applications in real-world scenarios. To tackle these problems,existing works proposed various benchmarks to better evaluate LLMs. To clarify the numerousevaluation tasks in both academia and industry, we investigate multiple papers concerning LLMevaluations. We summarize 4 core competencies of LLM, including reasoning, knowledge, relia-bility, and safety. For every competency, we introduce its definition, corresponding benchmarks,and metrics. Under this competency architecture, similar tasks are combined to reflect corre-sponding ability, while new tasks can also be easily added into the system. Finally, we give oursuggestions on the future direction of LLM’s evaluation.”","https://aclanthology.org/2023.ccl-2.8/"
"Natural language reasoning, a survey","F Yu, H Zhang, P Tiwari, B Wang","2024","ACM","… reasoning. In methodology, our review extends beyond the scope of Large Language Models
(… 116] to include smaller language models, thereby revealing the under-explored paradigm …","https://dl.acm.org/doi/abs/10.1145/3664194"
"Ntsebench: Cognitive reasoning benchmark for vision language models","P Pandya, V Gupta, AS Talwarr, T Kataria…","2025","aclanthology.org","Cognitive textual and visual reasoning tasks, including puzzles, series, and analogies, demand the ability to quickly reason, decipher, and evaluate patterns both textually and spatially. Due to extensive training on vast amounts of human-curated data, large language models (LLMs) and vision language models (VLMs) excel in common-sense reasoning tasks, but still struggle with more complex reasoning that demands deeper cognitive understanding. We introduce NTSEBENCH, a new dataset designed to evaluate cognitive multimodal reasoning and problem-solving skills of large models. The dataset contains 2,728 multiple-choice questions, accompanied by a total of 4,642 images, spanning 26 categories. These questions are drawn from the nationwide NTSE examination in India and feature a mix of visual and textual general aptitude challenges, designed to assess intelligence and critical thinking skills beyond mere rote learning. We establish baselines on the dataset using state-of-the-art LLMs and VLMs. To facilitate a comparison between open-source and propriety models, we propose four distinct modeling strategies to handle different modalities—text and images—in the dataset instances.","https://aclanthology.org/2025.findings-naacl.204/"
"A closer look at the self-verification abilities of large language models in logical reasoning","R Hong, H Zhang, X Pang, D Yu…","2024","aclanthology.org","Logical reasoning has been an ongoing pursuit in the field of AI. Despite significant advancements made by large language models (LLMs), they still struggle with complex logical reasoning problems. To enhance reasoning performance, one promising direction is scalable oversight, which requires LLMs to identify their own errors and then improve by themselves. Various self-verification methods have been proposed in pursuit of this goal. Nevertheless, whether existing models understand their own errors well is still under investigation. In this paper, we take a closer look at the self-verification abilities of LLMs in the context of logical reasoning, focusing on their ability to identify logical fallacies accurately. We introduce a dataset, FALLACIES, containing 232 types of reasoning fallacies categorized in a hierarchical taxonomy. By conducting exhaustive experiments on FALLACIES, we obtain comprehensive and detailed analyses of a series of models on their verification abilities. Our main findings suggest that existing LLMs could struggle to identify fallacious reasoning steps accurately and may fall short of guaranteeing the validity of self-verification methods. Drawing from these observations, we offer suggestions for future research and practical applications of self-verification methods.","https://aclanthology.org/2024.naacl-long.52/"
"A survey on evaluation of large language models","Y Chang, X Wang, J Wang, Y Wu, L Yang…","2024","ACM","… of language models, particularly large language models, was to enhance performance
on natural language … on causal and analogical reasoning, it performs poorly on multi-hop …","https://dl.acm.org/doi/abs/10.1145/3641289"
"Phenomenal yet puzzling: Testing inductive reasoning capabilities of language models with hypothesis refinement","L Qiu, L Jiang, X Lu, M Sclar, V Pyatkin…","2023","arXiv","The ability to derive underlying principles from a handful of observations and then generalize to novel situations -- known as inductive reasoning -- is central to human intelligence. Prior work suggests that language models (LMs) often fall short on inductive reasoning, despite achieving impressive success on research benchmarks. In this work, we conduct a systematic study of the inductive reasoning capabilities of LMs through iterative hypothesis refinement, a technique that more closely mirrors the human inductive process than standard input-output prompting. Iterative hypothesis refinement employs a three-step process: proposing, selecting, and refining hypotheses in the form of textual rules. By examining the intermediate rules, we observe that LMs are phenomenal hypothesis proposers (i.e., generating candidate rules), and when coupled with a (task-specific) symbolic interpreter that is able to systematically filter the proposed set of rules, this hybrid approach achieves strong results across inductive reasoning benchmarks that require inducing causal relations, language-like instructions, and symbolic concepts. However, they also behave as puzzling inductive reasoners, showing notable performance gaps between rule induction (i.e., identifying plausible rules) and rule application (i.e., applying proposed rules to instances), suggesting that LMs are proposing hypotheses without being able to actually apply the rules. Through empirical and human analyses, we further reveal several discrepancies between the inductive reasoning processes of LMs and humans, shedding light on both the potentials and limitations of using LMs in inductive reasoning tasks.","https://arxiv.org/abs/2310.08559"
