"title","authors","year","publisher","abstract","url"
"[PDF] AI in art and creativity: exploring the boundaries of human-machine collaboration","K Egon, R Eugene, J Rosinski","2023","osf.io","… AI as a Creative Muse: AI could serve as a continuous source of inspiration and creative
feedback for artists, aiding in the exploration of novel artistic directions. C. Speculation on the …","https://osf.io/download/g4nd5_v1/"
"[HTML] AI-driven ensemble three machine learning to enhance digital marketing strategies in the food delivery business","C Yaiprasert, AN Hidayanto","2023","Elsevier/ScienceDirect","… Artificial intelligence (AI) techniques are used to analyze customer data, identify customer …
behavior to provide AI-based recommendations. The ensemble method combines the outputs …","https://www.sciencedirect.com/science/article/pii/S2667305323000601"
"Ensemble image explainable AI (XAI) algorithm for severe community-acquired pneumonia and COVID-19 respiratory infections","L Zou, HL Goh, CJY Liew, JL Quah…","2022","IEEE","Since the onset of the COVID-19 pandemic in 2019, many clinical prognostic scoring tools have been proposed or developed to aid clinicians in the disposition and severity assessment of pneumonia. However, there is limited work that focuses on explaining techniques that are best suited for clinicians in their decision making. In this article, we present a new image explainability method named ensemble AI explainability (XAI), which is based on the SHAP and Grad-CAM++ methods. It provides a visual explanation for a deep learning prognostic model that predicts the mortality risk of community-acquired pneumonia and COVID-19 respiratory infected patients. In addition, we surveyed the existing literature and compiled prevailing quantitative and qualitative metrics to systematically review the efficacy of ensemble XAI, and to make comparisons with several state-of-the-art explainability methods (LIME, SHAP, saliency map, Grad-CAM, Grad-CAM++). Our quantitative experimental results have shown that ensemble XAI has a comparable absence impact (decision impact: 0.72, confident impact: 0.24). Our qualitative experiment, in which a panel of three radiologists were involved to evaluate the degree of concordance and trust in the algorithms, has showed that ensemble XAI has localization effectiveness (mean set accordance precision: 0.52, mean set accordance recall: 0.57, mean set <inline-formula><tex-math notation=""LaTeX"">${{\bm{F}}_1}$</tex-math></inline-formula>: 0.50, mean set IOU: 0.36) and is the most trusted method by the panel of radiologists (mean vote: 70.2%). Finally, the deep learning interpretation dashboard used for the radiologist panel voting will be made available to the community. Our code is available at <uri>https://github.com/IHIS-HealthInsights/Interpretation-Methods-Voting-dashboard</uri>.","https://ieeexplore.ieee.org/abstract/document/9721585/"
"PlantDet: A robust multi-model ensemble method based on deep learning for plant disease detection","MSH Shovon, SJ Mozumder, OK Pal, MF Mridha…","2023","IEEE","Plant disease is a significant health concern among all living creatures. Early diagnosis can help farmers take necessary steps to cure the disease and accelerate the production rate efficiently. Our research has been conducted with five most common rice leaf diseases, such as bacterial leaf blight, brown spot, leaf blast,leaf scald, and narrow brown spot, including healthy class, and two categories of betel leaf, such as healthy and unhealthy class. A robust new deep ensemble model, based on InceptionResNetV2, EfficientNetV2L,and Xception, has been proposed, known as PlantDet, in this research. PlantDet solves not only underfitting problems but also leverage nourished performances simultaneously for scarce dataset of the sparse number of different background image dataset. PlantDet integrates efficient data augmentation, preprocessing, Global Average Pooling layer, Dropout mechanism, L2 regularizers, PReLU activation function, Batch Normalization layers, and more Dense layers that make the model more robust compared to all existing models and help to handle underfitting and overfitting problems while maintaining high performance. PlantDet exceeds the previous state-of-art model for the Rice Leaf dataset with an Accuracy of 98.53%, a Precision of 98.50%, a Recall of 98.35%, a F1 of 98.42% and a Specificity of 99.71%. In addition, for the Betel Leaf dataset, PlantDet also surpassed all existing base models, including several robust ensemble models. Finally, Grad-CAM and Score-CAM have been accomplished with the Xception method to explain the model performances particularly to elaborate how the Deep Learning (DL) models works for this complex dataset. Score-CAM slightly outperformed Grad-CAM++ in terms of localizing the predicted area.","https://ieeexplore.ieee.org/abstract/document/10092882/"
"Designing creative AI partners with COFI: A framework for modeling interaction in human-AI co-creative systems","J Rezwana, ML Maher","2023","ACM","… the co-creative AI should contribute and interact during the course of the co-creative process.
For example, sometimes the human may want to lead and have the AI assist with some …","https://dl.acm.org/doi/abs/10.1145/3519026"
"Drought index downscaling using AI-based ensemble technique and satellite data","N Behfar, E Sharghi, V Nourani…","2024","research.utwente.nl","… The use of ensemble methods in this study is … ’s Creative Commons licence, unless indicated
otherwise in a credit line to the material. If material is not included in the article’s Creative …","https://research.utwente.nl/en/publications/drought-index-downscaling-using-ai-based-ensemble-technique-and-s/"
"[HTML] Explainable artificial intelligence for intrusion detection system","S Patil, V Varadarajan, SM Mazhar, A Sahibzada…","2022","mdpi.com","Intrusion detection systems are widely utilized in the cyber security field, to prevent and mitigate threats. Intrusion detection systems (IDS) help to keep threats and vulnerabilities out of computer networks. To develop effective intrusion detection systems, a range of machine learning methods are available. Machine learning ensemble methods have a well-proven track record when it comes to learning. Using ensemble methods of machine learning, this paper proposes an innovative intrusion detection system. To improve classification accuracy and eliminate false positives, features from the CICIDS-2017 dataset were chosen. This paper proposes an intrusion detection system using machine learning algorithms such as decision trees, random forests, and SVM (IDS). After training these models, an ensemble technique voting classifier was added and achieved an accuracy of 96.25%. Furthermore, the proposed model also incorporates the XAI algorithm LIME for better explainability and understanding of the black-box approach to reliable intrusion detection. Our experimental results confirmed that XAI LIME is more explanation-friendly and more responsive.","https://www.mdpi.com/2079-9292/11/19/3079"
"[HTML] Improved prediction of slope stability using a hybrid stacking ensemble method based on finite element analysis and field data","N Kardani, A Zhou, M Nazem, SL Shen","2021","Elsevier/ScienceDirect","… the best of the 11 individual OML methods (AUC = 82.9%). … stacking ensemble method and
basic ensemble classifier on … stacking ensemble method over the basic ensemble method. …","https://www.sciencedirect.com/science/article/pii/S1674775520301451"
"[HTML] An empirical assessment of ensemble methods and traditional machine learning techniques for web-based attack detection in industry 5.0","O Chakir, A Rehaimi, Y Sadqi, EAA Alaoui…","2023","Elsevier/ScienceDirect","… In contrast to single classifiers, ensemble methods have not … and heterogeneous ensemble
approaches compared to single … they constructed a heterogeneous ensemble of the three best…","https://www.sciencedirect.com/science/article/pii/S1319157823000381"
"[HTML] Designing Modular Enterprise Software Architectures for AI-Driven Sales Pipeline Optimization","S Dash","2023","thesciencebrigade.org","The increasing complexity and dynamism of the modern business environment have necessitated the evolution of enterprise software architectures capable of accommodating sophisticated AI-driven functionalities. This paper explores the design of modular enterprise software architectures that facilitate the integration and deployment of artificial intelligence (AI) models to optimize sales pipeline management, enhance lead scoring, and accurately forecast revenues. Such architectures offer scalable, adaptable, and interoperable systems that are pivotal for businesses seeking to leverage AI technologies to improve their sales processes and decision-making frameworks. The research delves into various modular design principles, addressing the fundamental challenges associated with architecting systems that seamlessly incorporate AI-driven features while maintaining high performance, maintainability, and data security. Through an in-depth analysis of current methodologies, frameworks, and case studies, this paper articulates the design patterns and structural components that contribute to building robust, AI-compatible enterprise software. The paper begins by defining the essential concepts behind modular architecture in enterprise systems, emphasizing the separation of concerns and the development of loosely coupled modules that facilitate flexibility and system evolution. The study highlights how modular architectures can decouple AI functionalities from core application logic, enabling independent updates and scalability of the AI components without disrupting other system elements. This approach ensures that AI models, such as those for predictive analytics, natural language processing, and machine learning-based lead scoring, are seamlessly integrated and managed within the broader enterprise ecosystem. The paper discusses the importance of adopting microservice-oriented architectures (MOA) and service-oriented architectures (SOA) as foundational paradigms that align with modular principles and are conducive to the efficient deployment of AI-driven functionalities. By implementing these architectural paradigms, businesses can create a dynamic system that supports the integration of AI capabilities through well-defined application programming interfaces (APIs) and service meshes. A critical focus of this research is on the AI-driven optimization of sales pipelines, an area that greatly benefits from accurate data analysis and predictive insights. The paper examines the application of machine learning algorithms, such as regression models, decision trees, and ensemble methods, which can be incorporated into modular architectures to enhance lead scoring and pipeline progression analysis. By leveraging historical and real-time data, these AI models can identify high-value leads, predict the likelihood of successful conversions, and suggest targeted actions for sales teams. The study also underscores the importance of a data-centric approach that ensures data quality, consistency, and integration across disparate sources, fostering an environment where AI-driven insights can be both reliable and actionable. Data pipelines, data warehousing, and real-time analytics frameworks are explored as essential components within modular architectures, illustrating how they contribute to the comprehensive functionality required for effective sales pipeline management. Revenue forecasting, an integral aspect of sales optimization, is another focus of this research. Forecasting models that utilize time-series analysis, recurrent neural networks (RNNs), and long short-term memory (LSTM) networks can be integrated into modular architectures to provide advanced predictive capabilities. These models analyze historical sales data and external factors, such as market trends and economic indicators, to produce highly accurate revenue forecasts. The paper evaluates various architectural choices that support the training, deployment, and continual retraining of these models, ensuring that they remain aligned with the evolving business landscape. The use of containerization and orchestration technologies, such as Docker and Kubernetes, for deploying AI components within modular systems is discussed as an effective method for scaling these processes while maintaining optimal resource utilization and system stability. The paper also examines the significance of cloud-native architectures and hybrid cloud environments in supporting AI-driven enterprise software. The integration of cloud services facilitates the seamless execution of computationally intensive AI models, offering scalability and high availability. Moreover, the modular design paradigm inherently supports distributed computing, enabling the efficient allocation of resources for AI tasks. The challenges posed by data privacy and compliance with regulatory standards are also addressed, underscoring the necessity for secure data storage solutions and the employment of encryption mechanisms that protect data both in transit and at rest. The paper suggests best practices for implementing secure APIs, role-based access controls, and data anonymization strategies that mitigate potential vulnerabilities in AI-enabled enterprise systems. A significant contribution of this research is its examination of best practices and lessons learned from real-world implementations. Case studies of enterprises that have successfully employed modular architectures for AI-driven sales optimization highlight the practical challenges faced during development and deployment, such as aligning AI workflows with existing IT infrastructure and ensuring interoperability between third-party services. The findings emphasize the necessity of cross-functional teams with expertise in software engineering, AI model development, and data engineering to effectively design, develop, and maintain these complex systems. Additionally, the paper explores the role of continuous integration and continuous deployment (CI/CD) pipelines in streamlining updates and model retraining processes, which are essential for maintaining the accuracy and relevance of AI models over time. The paper concludes by outlining future directions for research in modular enterprise architecture for AI-driven sales pipeline optimization. Emerging trends, such as the incorporation of generative AI and reinforcement learning for adaptive sales strategies, present further avenues for extending the capabilities of modular systems. The integration of more advanced AI techniques will require the continuous evolution of modular architecture principles to support new computational requirements and integration patterns. Additionally, the evolution of standards for interoperability and data sharing among modular components will play a critical role in enabling seamless communication across diverse technologies and platforms. This research contributes valuable insights into the design and implementation of modular enterprise software architectures that are well-suited for AI-driven sales pipeline optimization. By providing a comprehensive examination of modular design principles, data integration techniques, AI model deployment strategies, and real-world case studies, this paper aims to serve as a guide for enterprises seeking to harness the power of AI for more efficient, data-driven sales processes.","https://www.thesciencebrigade.org/JAIR/article/view/525"
"AI in healthcare: time-series forecasting using statistical, neural, and ensemble architectures","S Kaushik, A Choudhury, PK Sheron, N Dasgupta…","2020","frontiersin.org","Both statistical and neural methods have been proposed in the literature to predict healthcare expenditures. However, less attention has been given to compar...","https://www.frontiersin.org/journals/big-data/articles/10.3389/fdata.2020.00004/full"
"Drilling stuck pipe classification and mitigation in the Gulf of Suez oil fields using artificial intelligence","HH Elmousalami, M Elaskary","2020","Springer","Developing a reliable classification model for drilling pipe stuck is crucial for decision-makers in the petroleum drilling rig. Artificial intelligence (AI) includes several machine learning (ML) algorithms that are used for efficient predictive analytics, optimization, and decision making. Therefore, a comparison analysis for ML models is required to guide practitioners for the appropriate predictive model. Twelve ML techniques are used for drilling pipe stuck such as artificial neural networks, logistic regression, and ensemble methods such as scalable boosting trees and random forest. The drilling cases of the Gulf of Suez wells are collected as an actual dataset for analyzing the ML performance. The key contribution of the study is to automate pipe stuck classification using ML algorithms and mitigate the pipe stuck cases using the genetic algorithm optimization. Out of 12 AI techniques, the results presented that the most reliable algorithm was extremely randomized trees (extra trees) with 100% classification accuracy based on testing dataset. Moreover, this research presents a public open dataset for the drilled wells at the Gulf of Suez to be used for the future experiments, algorithms’ validation, and analysis.","https://link.springer.com/article/10.1007/s13202-020-00857-w"
"Modeling spatial flood using novel ensemble artificial intelligence approaches in northern Iran","A Arabameri, S Saha, K Mukherjee, T Blaschke…","2020","mdpi.com","The uncertainty of flash flood makes them highly difficult to predict through conventional models. The physical hydrologic models of flash flood prediction of any large area is very difficult to compute as it requires lot of data and time. Therefore remote sensing data based models (from statistical to machine learning) have become highly popular due to open data access and lesser prediction times. There is a continuous effort to improve the prediction accuracy of these models through introducing new methods. This study is focused on flash flood modeling through novel hybrid machine learning models, which can improve the prediction accuracy. The hybrid machine learning ensemble approaches that combine the three meta-classifiers (Real AdaBoost, Random Subspace, and MultiBoosting) with J48 (a tree-based algorithm that can be used to evaluate the behavior of the attribute vector for any defined number of instances) were used in the Gorganroud River Basin of Iran to assess flood susceptibility (FS). A total of 426 flood positions as dependent variables and a total of 14 flood conditioning factors (FCFs) as independent variables were used to model the FS. Several threshold-dependent and independent statistical tests were applied to verify the performance and predictive capability of these machine learning models, such as the receiver operating characteristic (ROC) curve of the success rate curve (SRC) and prediction rate curve (PRC), efficiency (E), root-mean square-error (RMSE), and true skill statistics (TSS). The valuation of the FCFs was done using AdaBoost, frequency ratio (FR), and Boosted Regression Tree (BRT) models. In the flooding of the study area, altitude, land use/land cover (LU/LC), distance to stream, normalized differential vegetation index (NDVI), and rainfall played important roles. The Random Subspace J48 (RSJ48) ensemble method with an area under the curve (AUC) of 0.931 (SRC), 0.951 (PRC), E of 0.89, sensitivity of 0.87, and TSS of 0.78, has become the most effective ensemble in predicting the FS. The FR technique also showed good performance and reliability for all models. Map removal sensitivity analysis (MRSA) revealed that the FS maps have the highest sensitivity to elevation. Based on the findings of the validation methods, the FS maps prepared using the machine learning ensemble techniques have high robustness and can be used to advise flood management initiatives in flood-prone areas.","https://www.mdpi.com/2072-4292/12/20/3423"
"Fault knowledge transfer assisted ensemble method for remaining useful life prediction","P Xia, Y Huang, P Li, C Liu, L Shi","2021","IEEE","Machinery remaining useful life (RUL) prediction is an important task in condition-based maintenance. Data-driven methods have been widely studied and applied, however, almost all the researches learn degradation trends regardless of different fault conditions, which can lead to different degradation patterns. This article proposes a novel fault information assisted RUL prediction method based on a convolutional long short-term memory (LSTM) ensemble network, where fault conditions are obtained via fault knowledge transfer. Divergence minimization and domain adversarial adaptation are combined to transfer fault knowledge from a fault dataset to the run-to-failure data in a weakly supervised manner. With the predicted fault information, the RUL prediction network can learn various degradation patterns under different faults separately using a structure of multiple LSTMs. Then an ensemble strategy based on <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">soft fault conditions</i> is designed to get final RUL prediction results. Experiment on bearing datasets verifies the effectiveness of our proposed method.","https://ieeexplore.ieee.org/abstract/document/9435081/"
"[HTML] Robust network anomaly detection using ensemble learning approach and explainable artificial intelligence (XAI)","MK Hooshmand, MD Huchaiah, AR Alzighaibi…","2024","Elsevier/ScienceDirect","… To solve the issue of imbalanced data, a hybrid method of … carried out using several
ensemble models with multiple base … We conducted a comparative analysis of various ensemble …","https://www.sciencedirect.com/science/article/pii/S1110016824002850"
"Using artificial intelligence to diagnose fresh osteoporotic vertebral fractures on magnetic resonance images","A Yabu, M Hoshino, H Tabuchi, S Takahashi…","2021","Elsevier/ScienceDirect","… Methods We constructed an optimal model using ensemble method by combining nine
types of CNNs to detect fresh OVFs. Furthermore, two spine surgeons independently evaluated …","https://www.sciencedirect.com/science/article/pii/S1529943021001170"
"[PDF] Bank deposit prediction using ensemble learning","MJA Patwary, S Akter, MSB Alam…","2021","Academia.edu","Bank deposit is one of the vital issues for any financial institution. It is very challenging to predict a customer if he/she can be a depositor by analyzing related information. Some recent reports demonstrate that economic depression and the","https://www.academia.edu/download/78283535/591.pdf"
"Deep learning versus parametric and ensemble methods for genomic prediction of complex phenotypes","R Abdollahi-Arpanahi, D Gianola…","2020","Springer","BackgroundTransforming large amounts of genomic data into valuable knowledge for predicting complex traits has been an important challenge for animal and plant breeders. Prediction of complex traits has not escaped the current excitement on machine-learning, including interest in deep learning algorithms such as multilayer perceptrons (MLP) and convolutional neural networks (CNN). The aim of this study was to compare the predictive performance of two deep learning methods (MLP and CNN), two ensemble learning methods [random forests (RF) and gradient boosting (GB)], and two parametric methods [genomic best linear unbiased prediction (GBLUP) and Bayes B] using real and simulated datasets.MethodsThe real dataset consisted of 11,790 Holstein bulls with sire conception rate (SCR) records and genotyped for 58k single nucleotide polymorphisms (SNPs). To support the evaluation of deep learning methods, various simulation studies were conducted using the observed genotype data as template, assuming a heritability of 0.30 with either additive or non-additive gene effects, and two different numbers of quantitative trait nucleotides (100 and 1000).ResultsIn the bull dataset, the best predictive correlation was obtained with GB (0.36), followed by Bayes B (0.34), GBLUP (0.33), RF (0.32), CNN (0.29) and MLP (0.26). The same trend was observed when using mean squared error of prediction. The simulation indicated that when gene action was purely additive, parametric methods outperformed other methods. When the gene action was a combination of additive, dominance and of two-locus epistasis, the best predictive ability was obtained with gradient boosting, and the superiority of deep learning over the parametric methods depended on the number of loci controlling the trait and on sample size. In fact, with a large dataset including 80k individuals, the predictive performance of deep learning methods was similar or slightly better than that of parametric methods for traits with non-additive gene action.ConclusionsFor prediction of traits with non-additive gene action, gradient boosting was a robust method. Deep learning approaches were not better for genomic prediction unless non-additive variance was sizable.","https://link.springer.com/article/10.1186/s12711-020-00531-z"
"[HTML] An ensemble approach for the prediction of diabetes mellitus using a soft voting classifier with an explainable AI","HB Kibria, M Nahiduzzaman, MOF Goni, M Ahsan…","2022","mdpi.com","Diabetes is a chronic disease that continues to be a primary and worldwide health concern since the health of the entire population has been affected by it. Over the years, many academics have attempted to develop a reliable diabetes prediction model using machine learning (ML) algorithms. However, these research investigations have had a minimal impact on clinical practice as the current studies focus mainly on improving the performance of complicated ML models while ignoring their explainability to clinical situations. Therefore, the physicians find it difficult to understand these models and rarely trust them for clinical use. In this study, a carefully constructed, efficient, and interpretable diabetes detection method using an explainable AI has been proposed. The Pima Indian diabetes dataset was used, containing a total of 768 instances where 268 are diabetic, and 500 cases are non-diabetic with several diabetic attributes. Here, six machine learning algorithms (artificial neural network (ANN), random forest (RF), support vector machine (SVM), logistic regression (LR), AdaBoost, XGBoost) have been used along with an ensemble classifier to diagnose the diabetes disease. For each machine learning model, global and local explanations have been produced using the Shapley additive explanations (SHAP), which are represented in different types of graphs to help physicians in understanding the model predictions. The balanced accuracy of the developed weighted ensemble model was 90% with a F1 score of 89% using a five-fold cross-validation (CV). The median values were used for the imputation of the missing values and the synthetic minority oversampling technique (SMOTETomek) was used to balance the classes of the dataset. The proposed approach can improve the clinical understanding of a diabetes diagnosis and help in taking necessary action at the very early stages of the disease.","https://www.mdpi.com/1424-8220/22/19/7268"
"Ai meta-learners and extra-trees algorithm for the detection of phishing websites","YA Alsariera, VE Adeyemo, AO Balogun…","2020","IEEE","Phishing is a type of social web-engineering attack in cyberspace where criminals steal valuable data or information from insensitive or uninformed users of the internet. Existing countermeasures in the form of anti-phishing software and computational methods for detecting phishing activities have proven to be effective. However, new methods are deployed by hackers to thwart these countermeasures. Due to the evolving nature of phishing attacks, the need for novel and efficient countermeasures becomes crucial as the effect of phishing attacks are often fatal and disastrous. Artificial Intelligence (AI) schemes have been the cornerstone of modern countermeasures used for mitigating phishing attacks. AI-based phishing countermeasures or methods possess their shortcomings particularly the high false alarm rate and the inability to interpret how most phishing methods perform their function. This study proposed four (4) meta-learner models (AdaBoost-Extra Tree (ABET), Bagging - Extra tree (BET), Rotation Forest - Extra Tree (RoFBET) and LogitBoost-Extra Tree (LBET)) developed using the extra-tree base classifier. The proposed AI-based meta-learners were fitted on phishing website datasets (currently with the newest features) and their performances were evaluated. The models achieved a detection accuracy not lower than 97% with a drastically low false-positive rate of not more 0.028. In addition, the proposed models outperform existing ML-based models in phishing attack detection. Hence, we recommend the adoption of meta-learners when building phishing attack detection models.","https://ieeexplore.ieee.org/abstract/document/9154378/"
"[HTML] AI-powered ensemble machine learning to optimize cost strategies in logistics business","C Yaiprasert, AN Hidayanto","2024","Elsevier/ScienceDirect","… of using artificial intelligence (AI) to drive ensemble machine … This study aims to explore the
ability of AI-powered ensemble … tuples, and three ensemble ML methods are employed as ML …","https://www.sciencedirect.com/science/article/pii/S2667096823000551"
"[HTML] Applied artificial intelligence for predicting construction projects delay","CN Egwim, H Alaka, LO Toriola-Coker…","2021","Elsevier/ScienceDirect","This study presents evidence of a developed ensemble of ensembles predictive model for
delay prediction – a global phenomenon that has continued to strangle the construction sector …","https://www.sciencedirect.com/science/article/pii/S2666827021000839"
"A comparative study of heterogeneous ensemble methods for the identification of geological lithofacies","S Tewari, UD Dwivedi","2020","Springer","Mudstone reservoirs demand accurate information about subsurface lithofacies for field development and production. Normally, quantitative lithofacies modeling is performed using well logs data to identify subsurface lithofacies. Well logs data, recorded from these unconventional mudstone formations, are complex in nature. Therefore, identification of lithofacies, using conventional interpretation techniques, is a challenging task. Several data-driven machine learning models have been proposed in the literature to recognize mudstone lithofacies. Recently, heterogeneous ensemble methods (HEMs) have emerged as robust, more reliable and accurate intelligent techniques for solving pattern recognition problems. In this paper, two HEMs, namely voting and stacking, ensembles have been applied for the quantitative modeling of mudstone lithofacies using Kansas oil-field data. The prediction performance of HEMs is also compared with four state-of-the-art classifiers, namely support vector machine, multilayer perceptron, gradient boosting, and random forest. Moreover, the contribution of each well logs on the prediction performance of classifiers has been analyzed using the Relief algorithm. Further, validation curve and grid search techniques have also been applied to obtain valid search ranges and optimum values for HEM parameters. The comparison of the test results confirms the superiority of stacking ensemble over all the above-mentioned paradigms applied in the paper for lithofacies modeling. This research work is specially designed to evaluate worst- to best-case scenarios in lithofacies modeling. Prediction accuracy of individual facies has also been determined, and maximum overall prediction accuracy is obtained using stacking ensemble.","https://link.springer.com/article/10.1007/s13202-020-00839-y"
"[PDF] Ensemble methods for object detection","Á Casado-García, J Heras","2020","investigacion.unirioja.es","… In this paper, we present an ensemble algorithm that can … ensemble method has been
employed to define a test-time augmentation procedure for object detection models. Our ensemble …","https://investigacion.unirioja.es/documentos/5fb86e6b29995207311cae10/f/65e9ddfdfd2be001574a414e.pdf"
