"title","authors","year","publisher","abstract","url"
"E-KAR: A benchmark for rationalizing natural language analogical reasoning","J Chen, R Xu, Z Fu, W Shi, Z Li, X Zhang, C Sun…","2022","arXiv","The ability to recognize analogies is fundamental to human cognition. Existing benchmarks to test word analogy do not reveal the underneath process of analogical reasoning of neural models. Holding the belief that models capable of reasoning should be right for the right reasons, we propose a first-of-its-kind Explainable Knowledge-intensive Analogical Reasoning benchmark (E-KAR). Our benchmark consists of 1,655 (in Chinese) and 1,251 (in English) problems sourced from the Civil Service Exams, which require intensive background knowledge to solve. More importantly, we design a free-text explanation scheme to explain whether an analogy should be drawn, and manually annotate them for each and every question and candidate answer. Empirical results suggest that this benchmark is very challenging for some state-of-the-art models for both explanation generation and analogical question answering tasks, which invites further research in this area.","https://arxiv.org/abs/2203.08480"
"Analogy generation by prompting large language models: A case study of instructgpt","B Bhavya, J Xiong, CX Zhai","2022","arXiv","We propose a novel application of prompting Pre-trained Language Models (PLMs) to generate analogies and study how to design effective prompts for two task settings: generating a source concept analogous to a given target concept (aka Analogous Concept Generation or ACG), and generating an explanation of the similarity between a given pair of target concept and source concept (aka Analogous Explanation Generation or AEG). We found that it is feasible to prompt InstructGPT to generate meaningful analogies and the best prompts tend to be precise imperative statements especially with a low temperature setting. We also systematically analyzed the sensitivity of the InstructGPT model to prompt design, temperature, and injected spelling errors, and found that the model is particularly sensitive to certain variations (e.g., questions vs. imperative statements). Further, we conducted human evaluation on 1.4k of the generated analogies and found that the quality of generations varies substantially by model size. The largest InstructGPT model can achieve human-level performance at generating meaningful analogies for a given target while there is still room for improvement on the AEG task.","https://arxiv.org/abs/2210.04186"
"Towards reasoning in large language models: A survey","J Huang, KCC Chang","2023","aclanthology.org","Reasoning is a fundamental aspect of human intelligence that plays a crucial role in activities such as problem solving, decision making, and critical thinking. In recent years, large language models (LLMs) have made significant progress in natural language processing, and there is observation that these models may exhibit reasoning abilities when they are sufficiently large. However, it is not yet clear to what extent LLMs are capable of reasoning. This paper provides a comprehensive overview of the current state of knowledge on reasoning in LLMs, including techniques for improving and eliciting reasoning in these models, methods and benchmarks for evaluating reasoning abilities, findings and implications of previous research in this field, and suggestions on future directions. Our aim is to provide a detailed and up-to-date review of this topic and stimulate meaningful discussion and future work.","https://aclanthology.org/2023.findings-acl.67/"
"Meta reasoning for large language models","P Gao, A Xie, S Mao, W Wu, Y Xia, H Mi…","2024","arXiv","We introduce Meta-Reasoning Prompting (MRP), a novel and efficient system prompting method for large language models (LLMs) inspired by human meta-reasoning. Traditional in-context learning-based reasoning techniques, such as Tree-of-Thoughts, show promise but lack consistent state-of-the-art performance across diverse tasks due to their specialized nature. MRP addresses this limitation by guiding LLMs to dynamically select and apply different reasoning methods based on the specific requirements of each task, optimizing both performance and computational efficiency. With MRP, LLM reasoning operates in two phases. Initially, the LLM identifies the most appropriate reasoning method using task input cues and objective descriptions of available methods. Subsequently, it applies the chosen method to complete the task. This dynamic strategy mirrors human meta-reasoning, allowing the model to excel in a wide range of problem domains. We evaluate the effectiveness of MRP through comprehensive benchmarks. The results demonstrate that MRP achieves or approaches state-of-the-art performance across diverse tasks. MRP represents a significant advancement in enabling LLMs to identify cognitive challenges across problems and leverage benefits across different reasoning approaches, enhancing their ability to handle diverse and complex problem domains efficiently. Every LLM deserves a Meta-Reasoning Prompting to unlock its full potential and ensure adaptability in an ever-evolving landscape of challenges and applications.","https://arxiv.org/abs/2406.11698"
"Thinksum: Probabilistic reasoning over sets using large language models","B Ozturkler, N Malkin, Z Wang…","2023","aclanthology.org","Large language models (LLMs) have a substantial capacity for high-level analogical reasoning: reproducing patterns in linear text that occur in their training data (zero-shot evaluation) or in the provided context (few-shot in-context learning). However, recent studies show that even the more advanced LLMs fail in scenarios that require reasoning over multiple objects or facts and making sequences of logical deductions. We propose a two-stage probabilistic inference paradigm, ThinkSum, which reasons over sets of objects or facts in a structured manner. In the first stage (Think – retrieval of associations), a LLM is queried in parallel over a set of phrases extracted from the prompt or an auxiliary model call. In the second stage (Sum – probabilistic inference or reasoning), the results of these queries are aggregated to make the final prediction. We demonstrate the possibilities and advantages of ThinkSum on the BIG-bench suite of LLM evaluation tasks, achieving improvements over the state of the art using GPT-family models on thirteen difficult tasks, often with far smaller model variants. We also compare and contrast ThinkSum with other proposed modifications to direct prompting of LLMs, such as variants of chain-of-thought prompting. Our results suggest that because the probabilistic inference in ThinkSum is performed outside of calls to the LLM, ThinkSum is less sensitive to prompt design, yields more interpretable predictions, and can be flexibly combined with latent variable models to extract structured knowledge from LLMs. Overall, our proposed paradigm represents a promising approach for enhancing the reasoning capabilities of LLMs.","https://aclanthology.org/2023.acl-long.68/"
"Buffer of thoughts: Thought-augmented reasoning with large language models","L Yang, Z Yu, T Zhang, S Cao, M Xu…","2024","NeurIPS","… Analogical Reasoning Analogical reasoning is a useful technique for natural language
reasoning [… Buffer of Thoughts enables large language models to tackle complex reasoning tasks …","https://proceedings.neurips.cc/paper_files/paper/2024/hash/cde328b7bf6358f5ebb91fe9c539745e-Abstract-Conference.html"
"Language models, like humans, show content effects on reasoning tasks","AK Lampinen, I Dasgupta, SCY Chan…","2024","academic.oup.com","… reasoning patterns are central to debates about the fundamental nature of human intelligence.
Here, we investigate whether language models—… In direct analogy to “fast” vs. “slow” …","https://academic.oup.com/pnasnexus/article-abstract/3/7/pgae233/7712372"
"Multimodal analogical reasoning over knowledge graphs","N Zhang, L Li, X Chen, X Liang, S Deng…","2022","arXiv","Analogical reasoning is fundamental to human cognition and holds an important place in various fields. However, previous studies mainly focus on single-modal analogical reasoning and ignore taking advantage of structure knowledge. Notably, the research in cognitive psychology has demonstrated that information from multimodal sources always brings more powerful cognitive transfer than single modality sources. To this end, we introduce the new task of multimodal analogical reasoning over knowledge graphs, which requires multimodal reasoning ability with the help of background knowledge. Specifically, we construct a Multimodal Analogical Reasoning dataSet (MARS) and a multimodal knowledge graph MarKG. We evaluate with multimodal knowledge graph embedding and pre-trained Transformer baselines, illustrating the potential challenges of the proposed task. We further propose a novel model-agnostic Multimodal analogical reasoning framework with Transformer (MarT) motivated by the structure mapping theory, which can obtain better performance. Code and datasets are available in this https URL.","https://arxiv.org/abs/2210.00312"
"ANALOGICAL--A Novel Benchmark for Long Text Analogy Evaluation in Large Language Models","T Wijesiriwardene, R Wickramarachchi…","2023","arXiv","Over the past decade, analogies, in the form of word-level analogies, have played a significant role as an intrinsic measure of evaluating the quality of word embedding methods such as word2vec. Modern large language models (LLMs), however, are primarily evaluated on extrinsic measures based on benchmarks such as GLUE and SuperGLUE, and there are only a few investigations on whether LLMs can draw analogies between long texts. In this paper, we present ANALOGICAL, a new benchmark to intrinsically evaluate LLMs across a taxonomy of analogies of long text with six levels of complexity -- (i) word, (ii) word vs. sentence, (iii) syntactic, (iv) negation, (v) entailment, and (vi) metaphor. Using thirteen datasets and three different distance measures, we evaluate the abilities of eight LLMs in identifying analogical pairs in the semantic vector space. Our evaluation finds that it is increasingly challenging for LLMs to identify analogies when going up the analogy taxonomy.","https://arxiv.org/abs/2305.05050"
"Persistent anti-muslim bias in large language models","A Abid, M Farooqi, J Zou","2021","ACM","… We probe GPT-3 in various ways, including prompt completion, analogical reasoning,
and story generation, to understand this anti-Muslim bias, demonstrating that it appears …","https://dl.acm.org/doi/abs/10.1145/3461702.3462624"
"Optimizing reasoning abilities in large language models: A step-by-step approach","Z Chen, Y Li, K Wang","2024","techrxiv.org","… attention mechanisms significantly improved the model’s performance across a variety of
reasoning tasks, including deductive reasoning, analogical reasoning, and causal inference. …","https://www.techrxiv.org/doi/full/10.36227/techrxiv.172114650.09447731"
"[PDF] Language models show human-like content effects on reasoning","I Dasgupta, AK Lampinen, SCY Chan…","2022","web.stanford.edu","… In this work, we emphasize how both humans and language models rely on content when
reasoning — using simple heuristics in some contexts, and reasoning more accurately about …","http://web.stanford.edu/~jlmcc/papers/DasguptaLampinenEtAl22LMsShowHumanLikeContentEffectsInReasoning.pdf"
"Hypothesis search: Inductive reasoning with language models","R Wang, E Zelikman, G Poesia, Y Pu, N Haber…","2023","arXiv","Inductive reasoning is a core problem-solving capacity: humans can identify underlying principles from a few examples, which robustly generalize to novel scenarios. Recent work evaluates large language models (LLMs) on inductive reasoning tasks by directly prompting them yielding ""in context learning."" This works well for straightforward inductive tasks but performs poorly on complex tasks such as the Abstraction and Reasoning Corpus (ARC). In this work, we propose to improve the inductive reasoning ability of LLMs by generating explicit hypotheses at multiple levels of abstraction: we prompt the LLM to propose multiple abstract hypotheses about the problem, in natural language, then implement the natural language hypotheses as concrete Python programs. These programs can be verified by running on observed examples and generalized to novel inputs. To reduce the hypothesis search space, we explore steps to filter the set of hypotheses to implement: we either ask the LLM to summarize them into a smaller set of hypotheses or ask human annotators to select a subset. We verify our pipeline's effectiveness on the ARC visual inductive reasoning benchmark, its variant 1D-ARC, string transformation dataset SyGuS, and list transformation dataset List Functions. On a random 100-problem subset of ARC, our automated pipeline using LLM summaries achieves 30% accuracy, outperforming the direct prompting baseline (accuracy of 17%). With the minimal human input of selecting from LLM-generated candidates, performance is boosted to 33%. Our ablations show that both abstract hypothesis generation and concrete program representations benefit LLMs on inductive reasoning tasks.","https://arxiv.org/abs/2309.05660"
"Phenomenal yet puzzling: Testing inductive reasoning capabilities of language models with hypothesis refinement","L Qiu, L Jiang, X Lu, M Sclar, V Pyatkin…","2023","arXiv","The ability to derive underlying principles from a handful of observations and then generalize to novel situations -- known as inductive reasoning -- is central to human intelligence. Prior work suggests that language models (LMs) often fall short on inductive reasoning, despite achieving impressive success on research benchmarks. In this work, we conduct a systematic study of the inductive reasoning capabilities of LMs through iterative hypothesis refinement, a technique that more closely mirrors the human inductive process than standard input-output prompting. Iterative hypothesis refinement employs a three-step process: proposing, selecting, and refining hypotheses in the form of textual rules. By examining the intermediate rules, we observe that LMs are phenomenal hypothesis proposers (i.e., generating candidate rules), and when coupled with a (task-specific) symbolic interpreter that is able to systematically filter the proposed set of rules, this hybrid approach achieves strong results across inductive reasoning benchmarks that require inducing causal relations, language-like instructions, and symbolic concepts. However, they also behave as puzzling inductive reasoners, showing notable performance gaps between rule induction (i.e., identifying plausible rules) and rule application (i.e., applying proposed rules to instances), suggesting that LMs are proposing hypotheses without being able to actually apply the rules. Through empirical and human analyses, we further reveal several discrepancies between the inductive reasoning processes of LMs and humans, shedding light on both the potentials and limitations of using LMs in inductive reasoning tasks.","https://arxiv.org/abs/2310.08559"
"Reasoning with language model prompting: A survey","S Qiao, Y Ou, N Zhang, X Chen, Y Yao…","2023","aclanthology.org","Reasoning, as an essential ability for complex problem-solving, can provide back-end support for various real-world applications, such as medical diagnosis, negotiation, etc. This paper provides a comprehensive survey of cutting-edge research on reasoning with language model prompting. We introduce research works with comparisons and summaries and provide systematic resources to help beginners. We also discuss the potential reasons for emerging such reasoning abilities and highlight future research directions. Resources are available at https://github.com/zjunlp/Prompt4ReasoningPapers (updated periodically).","https://aclanthology.org/2023.acl-long.294/"
"Large language models are not strong abstract reasoners","G Gendron, Q Bao, M Witbrock, G Dobbie","2023","arXiv","Large Language Models have shown tremendous performance on a large variety of natural language processing tasks, ranging from text comprehension to common sense reasoning. However, the mechanisms responsible for this success remain opaque, and it is unclear whether LLMs can achieve human-like cognitive capabilities or whether these models are still fundamentally circumscribed. Abstract reasoning is a fundamental task for cognition, consisting of finding and applying a general pattern from few data. Evaluating deep neural architectures on this task could give insight into their potential limitations regarding reasoning and their broad generalisation abilities, yet this is currently an under-explored area. In this paper, we introduce a new benchmark for evaluating language models beyond memorization on abstract reasoning tasks. We perform extensive evaluations of state-of-the-art LLMs, showing that they currently achieve very limited performance in contrast with other natural language tasks, even when applying techniques that have been shown to improve performance on other NLP tasks. We argue that guiding LLM generation to follow causal paths could help improve the generalisation and reasoning abilities of LLMs.","https://arxiv.org/abs/2305.19555"
"Exploring the reasoning abilities of multimodal large language models (mllms): A comprehensive survey on emerging trends in multimodal reasoning","Y Wang, W Chen, X Han, X Lin, H Zhao, Y Liu…","2024","arXiv","Strong Artificial Intelligence (Strong AI) or Artificial General Intelligence (AGI) with abstract reasoning ability is the goal of next-generation AI. Recent advancements in Large Language Models (LLMs), along with the emerging field of Multimodal Large Language Models (MLLMs), have demonstrated impressive capabilities across a wide range of multimodal tasks and applications. Particularly, various MLLMs, each with distinct model architectures, training data, and training stages, have been evaluated across a broad range of MLLM benchmarks. These studies have, to varying degrees, revealed different aspects of the current capabilities of MLLMs. However, the reasoning abilities of MLLMs have not been systematically investigated. In this survey, we comprehensively review the existing evaluation protocols of multimodal reasoning, categorize and illustrate the frontiers of MLLMs, introduce recent trends in applications of MLLMs on reasoning-intensive tasks, and finally discuss current practices and future directions. We believe our survey establishes a solid base and sheds light on this important topic, multimodal reasoning.","https://arxiv.org/abs/2401.06805"
"Natural language reasoning, a survey","F Yu, H Zhang, P Tiwari, B Wang","2024","ACM","… reasoning. In methodology, our review extends beyond the scope of Large Language Models
(… 116] to include smaller language models, thereby revealing the under-explored paradigm …","https://dl.acm.org/doi/abs/10.1145/3664194"
"Automatic scoring of metaphor creativity with large language models","PV DiStefano, JD Patterson…","2025","Taylor & Francis","… creativity, facilitating abstract thinking, analogical reasoning, and idea generation. Typically,
… tasks automatically using semantic distance and large language models (LLMs). Here, we …","https://www.tandfonline.com/doi/abs/10.1080/10400419.2024.2326343"
"CANDLE: iterative conceptualization and instantiation distillation from large language models for commonsense reasoning","W Wang, T Fang, C Li, H Shi, W Ding…","2024","aclanthology.org","… We then fine-tune language models on a balanced mixture of CANDLE distillation and
synthesized negative samples to train two models, each serving as a pre-trained general …","https://aclanthology.org/2024.luhme-long.128/"
"[PDF] Evaluating Abstract Reasoning and Problem-Solving Abilities of Large Language Models Using Raven's Progressive Matrices","C Zhang, L Wang","2024","assets-eu.researchsquare.com","… in their performance across different types of reasoning tasks, with Llama excelling in
sequential pattern recognition and analogical reasoning, whereas Mistral exhibited a noticeable …","https://assets-eu.researchsquare.com/files/rs-4560345/v1_covered_785e6818-5e15-42b1-9b0f-0b2fa07b55ce.pdf"
"Through the lens of core competency: Survey on evaluation of large language models","Z Ziyu, C Qiguang, M Longxuan, L Mingda…","2023","aclanthology.org","“From pre-trained language model (PLM) to large language model (LLM), the field of naturallanguage processing (NLP) has witnessed steep performance gains and wide practical uses. Theevaluation of a research field guides its direction of improvement. However, LLMs are extremelyhard to thoroughly evaluate for two reasons. First of all, traditional NLP tasks become inade-quate due to the excellent performance of LLM. Secondly, existing evaluation tasks are difficultto keep up with the wide range of applications in real-world scenarios. To tackle these problems,existing works proposed various benchmarks to better evaluate LLMs. To clarify the numerousevaluation tasks in both academia and industry, we investigate multiple papers concerning LLMevaluations. We summarize 4 core competencies of LLM, including reasoning, knowledge, relia-bility, and safety. For every competency, we introduce its definition, corresponding benchmarks,and metrics. Under this competency architecture, similar tasks are combined to reflect corre-sponding ability, while new tasks can also be easily added into the system. Finally, we give oursuggestions on the future direction of LLM’s evaluation.”","https://aclanthology.org/2023.ccl-2.8/"
"BERT is to NLP what AlexNet is to CV: Can pre-trained language models identify analogies?","A Ushio, LE Anke, S Schockaert…","2021","aclanthology.org","Analogies play a central role in human commonsense reasoning. The ability to recognize analogies such as “eye is to seeing what ear is to hearing”, sometimes referred to as analogical proportions, shape how we structure knowledge and understand language. Surprisingly, however, the task of identifying such analogies has not yet received much attention in the language model era. In this paper, we analyze the capabilities of transformer-based language models on this unsupervised task, using benchmarks obtained from educational settings, as well as more commonly used datasets. We find that off-the-shelf language models can identify analogies to a certain extent, but struggle with abstract and complex relations, and results are highly sensitive to model architecture and hyperparameters. Overall the best results were obtained with GPT-2 and RoBERTa, while configurations using BERT were not able to outperform word embedding models. Our results raise important questions for future work about how, and to what extent, pre-trained language models capture knowledge about abstract semantic relations.","https://aclanthology.org/2021.acl-long.280/"
"Large language models meet cognitive science: LLMs as tools, models, and participants","M Hardy, I Sucholutsky, B Thompson…","2023","escholarship.org","Large language models (LLMs) like GPT-3 are revolutionizing artificial intelligence, leading to breakthroughs in question answering, natural language understanding, and machine translation. Recent work in a variety of social science disciplines, including psychology, economics, and political science has demonstrated remarkable similarity between the behavior of LLMs and human decision makers. At the same time, AI researchers and engineers struggle to understand these systems, leading to practical challenges and ethical questions about fair and safe deployment. This workshop aims to bring together researchers to discuss work on using psychological methods to understand LLMs and LLMs as tools for understanding humans. Along these lines, we have invited leading researchers from cognitive science, psychology, and machine learning to present their work on topics that include: When and why do LLMs exhibit biased behavior? How do these compare to human biases? What sorts of psychological tasks do LLMs struggle with? Can we use psychological theory to structure this search? And how does the knowledge encoded in LLMs differ from human knowledge?","https://escholarship.org/uc/item/6dp9k2gz"
"Language models and psychological sciences","G Sartori, G Orrù","2023","frontiersin.org","Large language models (LLMs) are demonstrating impressive performance on many reasoning and problem-solving tasks from cognitive psychology. When tested, the...","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1279317/full"
"Large language models should be used as scientific reasoning engines, not knowledge databases","D Truhn, JS Reis-Filho, JN Kather","2023","Nature","Open Access articles citing this article. Evaluating GPT-4’s ability to generate informed consent material for genetic testing Eirini Petrou, Kelly E. Ormond … Effy Vayena npj Artificial Intelligence Open Access 03 November 2025 AI in peer review: can artificial intelligence be an ally in reducing gender and geographical gaps in peer review? A randomized trial André L. Teixeira Research Integrity and Peer Review Open Access 27 October 2025 Enhanced pre-recruitment framework for clinical trial questionnaires through the integration of large language models and knowledge graphs Chen Zihang, Liu Liang … Li Ying Scientific Reports Open Access 28 July 2025","https://www.nature.com/articles/s41591-023-02594-z"
"A survey of prompt engineering methods in large language models for different nlp tasks","S Vatsal, H Dubey","2024","arXiv","Large language models (LLMs) have shown remarkable performance on many different Natural Language Processing (NLP) tasks. Prompt engineering plays a key role in adding more to the already existing abilities of LLMs to achieve significant performance gains on various NLP tasks. Prompt engineering requires composing natural language instructions called prompts to elicit knowledge from LLMs in a structured way. Unlike previous state-of-the-art (SoTA) models, prompt engineering does not require extensive parameter re-training or fine-tuning based on the given NLP task and thus solely operates on the embedded knowledge of LLMs. Additionally, LLM enthusiasts can intelligently extract LLMs' knowledge through a basic natural language conversational exchange or prompt engineering, allowing more and more people even without deep mathematical machine learning background to experiment with LLMs. With prompt engineering gaining popularity in the last two years, researchers have come up with numerous engineering techniques around designing prompts to improve accuracy of information extraction from the LLMs. In this paper, we summarize different prompting techniques and club them together based on different NLP tasks that they have been used for. We further granularly highlight the performance of these prompting strategies on various datasets belonging to that NLP task, talk about the corresponding LLMs used, present a taxonomy diagram and discuss the possible SoTA for specific datasets. In total, we read and present a survey of 44 research papers which talk about 39 different prompting methods on 29 different NLP tasks of which most of them have been published in the last two years.","https://arxiv.org/abs/2407.12994"
"Symbols and grounding in large language models","E Pavlick","2023","royalsocietypublishing.org","… to serve as models of language understanding in humans. … models’ performance on
challenging language understanding tasks, this article argues that the answer depends on models’ …","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2022.0041"
