"title","authors","year","publisher","abstract","url"
"Leveraging psychedelic neuroscience to boost human creativity using artificial intelligence","BM Ross","2025","frontiersin.org","Psychedelics, such as LSD and psilocybin, disrupt entrenched cognitive patterns by facilitating novel insights and new associations. This paper considers how...","https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1589086/abstract"
"[HTML] The relationship between the default mode network and the theory of mind network as revealed by psychedelics–a meta-analysis","C Soares, G Gonzalo, J Castelhano…","2023","Elsevier/ScienceDirect","The Default Mode Network (DMN) and the Theory of Mind (ToM) networks play a crucial role
in our understanding of the neurocognition of the self. The DMN is commonly associated …","https://www.sciencedirect.com/science/article/pii/S0149763423002944"
"[HTML] Psilocybin acutely alters the functional connectivity of the claustrum with brain networks that support perception, memory, and attention","FS Barrett, SR Krimmel, RR Griffiths, DA Seminowicz…","2020","Elsevier/ScienceDirect","… Psilocybin also significantly decreased functional connectivity of the … default mode networks
(DMN), increased right claustrum connectivity with the fronto-parietal task control network (…","https://www.sciencedirect.com/science/article/pii/S1053811920304663"
"and creativity","L Prochazkova","2020","books.google.com","Creativity and the Wandering Mind: Spontaneous and Controlled Cognition summarizes research on the impact of mind wandering and cognitive control on creativity, including imagination, fantasy and play. Most coverage in this area has either focused on the negative consequences of mind wandering on focused problem solving or the positive effect of mindfulness, but not on the positive consequences of mind wandering. This volume bridges that gap. Research indicates that most people experience mind wandering during a large percentage of their waking time, and that it is a baseline default mode of brain function during the awake but resting state. This volume explores the different kinds of mind wandering and its positive impact on imagination, play, problem-solving, and creative production. - Discusses spontaneous and controlled processes in creativity - Examines the relationship between mind wandering, consciousness, and imagination - Reviews research on problem-solving, imagination, play, and learning - Highlights the positive impact of mind wandering on creative thought and output","https://books.google.com/books?hl=en&lr=&id=PHHsDwAAQBAJ&oi=fnd&pg=PA121&dq=psilocybin+default+mode+network+creativity&ots=6G3azXHUQ7&sig=EYf2ehW_JwE7oMm_bhYh22yRBPs"
"Psilocybin alters brain activity related to sensory and cognitive processing in a time-dependent manner","M Nikolic, P Mediano, T Froese, D Reydellet…","2024","medrxiv.org","<h3>Abstract</h3> <p>Psilocybin is a classic psychedelic and a novel treatment for mood disorders. Psilocybin induces dose-dependent transient (4-6 hours) usually pleasant changes in perception, cognition, and emotion by non-selectively agonizing the 5-HT<sub>2A</sub> receptors and negatively regulating serotonin reuptake, and long-term positive antidepressant effect on mood and well-being. Long-term effects are ascribed to the psychological quality of the acute experience, increase in synaptodensity and temporary (1-week) down-regulation of 5-HT<sub>2A</sub> receptors. Electroencephalography, a non-invasive neuroimaging tool, can track the acute effects of psilocybin; these include the suppression of alpha activity, decreased global connectivity, and increased brain entropy (i.e. brain signal diversity) in eyes-closed resting-state. However, few studies investigated how these modalities are affected together through the psychedelic experience. The current research aimed to evaluate the psilocybin intoxication temporal EEG profile. 20 healthy individuals (10 women) underwent oral administration of psilocybin (0.26 <i>mg/kg</i> ) as part of a placebo-controlled cross-over study, resting-state 5-minute eyes closed EEG was obtained at baseline and 1, 1.5, 3, 6, and 24 hours after psilocybin administration. Absolute power, relative power spectral density (PSD), power envelope global functional connectivity (GFC), Lempel-Ziv complexity (LZ), and a Complexity via State-Space Entropy Rate (CSER) were obtained together with measures of subjective intensity of experience. Absolute power decreased in alpha and beta band, but increased in delta and gamma frequencies. 24h later was observed a broadband decrease. The PSD showed a decrease in alpha occipitally between 1 and 3 hours and a decrease in beta frontally at 3 hours, but power spectra distribution stayed the same 24h later. The GFC showed decrease acutely at 1, 1.5, and 3 hours in the alpha band. LZ and showed an increase at 1 and 1.5 hours. Decomposition of CSER into functional bands shows a decrease in alpha band but increase over higher frequencies. Further, complexity over a source space showed opposing changes in the Default Mode Network (DMN) and visual network between conditions, suggesting a relationship between signal complexity, stimulus integration, and perception of self. In an exploratory attempt, we found that a change in gamma GFC in DMN correlates with oceanic boundlessness. Psychological effects of psilocybin may be wrapped in personal interpretations and history unrelated to underlying neurobiological changes, but changes to perception of self may be bound to perceived loss of boundary based on whole brain synchrony with the DMN in higher frequency bands.</p>","https://www.medrxiv.org/content/10.1101/2024.09.09.24313316.abstract"
"Subacute effects of the psychedelic ayahuasca on the salience and default mode networks","L Pasquini, F Palhano-Fontes…","2020","journals.sagepub.com","… a salience network hub, and key default mode network regions such … Likewise, subacute
effects of psilocybin in patients with … hubs of the salience and default mode networks such as the …","https://journals.sagepub.com/doi/abs/10.1177/0269881120909409"
"Microdosing psilocybin and its effect on creativity: Lessons learned from three double-blind placebo controlled longitudinal trials","L Prochazkova, J Marschall, M van Elk, BD Rifkin…","2025","Elsevier/ScienceDirect","… psilocybin on convergent and divergent creativity in a well-controlled semi-naturalistic
setting. To enhance statistical power and generalizability, data from all trials (N = 171) were …","https://www.sciencedirect.com/science/article/pii/S002839082500440X"
"A dose of creativity: An integrative review of the effects of psychedelics on creativity","MÂLRO Costa","2020","search.proquest.com","Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.","https://search.proquest.com/openview/24e4aba08aaadfcffd272a40ee673288/1?pq-origsite=gscholar&cbl=2026366&diss=y"
"Psilocybin enhances insightfulness in meditation: a perspective on the global topology of brain imaging during meditation","B Singer, D Meling, M Hirsch-Hoffmann, L Michels…","2024","Nature","In this study, for the first time, we explored a dataset of functional magnetic resonance images collected during focused attention and open monitoring meditation before and after a five-day psilocybin-assisted meditation retreat using a recently established approach, based on the Mapper algorithm from topological data analysis. After generating subject-specific maps for two groups (psilocybin vs. placebo, 18 subjects/group) of experienced meditators, organizational principles were uncovered using graph topological tools, including the optimal transport (OT) distance, a geometrically rich measure of similarity between brain activity patterns. This revealed characteristics of the topology (i.e. shape) in space (i.e. abstract space of voxels) and time dimension of whole-brain activity patterns during different styles of meditation and psilocybin-induced alterations. Most interestingly, we found that (psilocybin-induced) positive derealization, which fosters insightfulness specifically when accompanied by enhanced open-monitoring meditation, was linked to the OT distance between open-monitoring and resting state. Our findings suggest that enhanced meta-awareness through meditation practice in experienced meditators combined with potential psilocybin-induced positive alterations in perception mediate insightfulness. Together, these findings provide a novel perspective on meditation and psychedelics that may reveal potential novel brain markers for positive synergistic effects between mindfulness practices and psilocybin.","https://www.nature.com/articles/s41598-024-55726-x"
"[HTML] Psilocybin-induced changes in brain network integrity and segregation correlate with plasma psilocin level and psychedelic experience","MK Madsen, DS Stenbæk, A Arvidsson…","2021","Elsevier/ScienceDirect","… between networks (ie, reduced segregation). Reduced integrity of the default mode network
… Here, we investigate the effects of a psychoactive peroral dose of psilocybin (0.2–0.3 mg/kg) …","https://www.sciencedirect.com/science/article/pii/S0924977X21002509"
"[CITATION] Psychoactive substance use and the relationship to creativity: a systematic literature review","LG Schöler","2023","N/A","","N/A"
"Studying Creative Psychedelic Perception through the lens of Pareidolia","T Brilman","2024","fse.studenttheses.ub.rug.nl","… are due to disinhibition of the Default Mode Network (DMN) and the subsequent … psilocybin
on brain networks, we hypothesize that psilocybin will enhance several aspects of creative …","https://fse.studenttheses.ub.rug.nl/id/eprint/34473"
"Changes in music-evoked emotion and ventral striatal functional connectivity after psilocybin therapy for depression","M Shukuroglou, L Roseman, M Wall…","2023","journals.sagepub.com","… treatment with psilocybin that correlated with post-treatment reductions in anhedonia. A
post-treatment reduction in NAc FC with areas resembling the default mode network was …","https://journals.sagepub.com/doi/abs/10.1177/02698811221125354"
"Lasting effects of a single psilocybin dose on resting-state functional connectivity in healthy individuals","DEW McCulloch, MK Madsen…","2022","journals.sagepub.com","… an effect of psilocybin on a resting-state network that displays pathological connectivity in
depressed patients, future studies are necessary to more clearly establish this network’s …","https://journals.sagepub.com/doi/abs/10.1177/02698811211026454"
"[HTML] Psilocybin induces spatially constrained alterations in thalamic functional organizaton and connectivity","A Gaddis, DE Lidstone, MB Nebel, RR Griffiths…","2022","Elsevier/ScienceDirect","… significant psilocybin-induced alterations in spatial organization, with effects of psilocybin …
connectivity, largely with visual and default mode networks. Analysis in which the thalamus …","https://www.sciencedirect.com/science/article/pii/S1053811922005511"
"The unique neural signature of your trip: Functional connectome fingerprints of subjective psilocybin experience","HM Tolle, JC Farah, P Mallaroni, NL Mason…","2024","MIT Press","… , subjects under acute psilocybin effects exhibited more … default mode network (DMN).
Furthermore, we isolated an idiosyncratic FC pattern that predicted reports of subjective psilocybin …","https://direct.mit.edu/netn/article/8/1/203/117963"
"Psychedelics as potential catalysts of scientific creativity and insight","S Gandy, V Bonnelle, E Jacobs…","2022","journals.sagepub.com","… to yield distinct effects on measures of creativity as part of the acute … psilocybin has been
associated with spontaneous creative insights, while decreasing deliberate task-based creativity …","https://journals.sagepub.com/doi/abs/10.1177/20503245221097649"
"Psychedelics Align Brain Activity with Context","D Stoliker, L Novelli, M Khajehnejad, M Biabani…","2025","biorxiv.org","… EEG and MRI with psilocybin and no psilocybin. AES-M … -psilocybin) to psilocybin
administration between the anterior hippocampus (aHip) and nodes of the core Default Mode …","https://www.biorxiv.org/content/10.1101/2025.03.09.642197.abstract"
"Changing the depressed mind: Psilocybin's effects on resting-state neural activity and connectivity","O Olsson","2025","diva-portal.org","… indicate that psilocybin may reduce … psilocybin induces global reorganization in the brain,
with changes in connectivity, hierarchy, and flexibility of networks like the default mode network …","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1993193"
"Neural mechanisms of psychedelic visual imagery","D Stoliker, KH Preller, L Novelli, A Anticevic…","2025","Nature","Visual alterations under classic psychedelics can include rich phenomenological accounts of eyes-closed imagery. Preclinical evidence suggests agonism of the 5-HT2A receptor may reduce synaptic gain to produce psychedelic-induced imagery. However, this has not been investigated in humans. To infer the directed connectivity changes to visual connectivity underlying psychedelic visual imagery in healthy adults, a double-blind, randomised, placebo-controlled, cross-over study was performed, and dynamic causal modelling was applied to the resting state eyes-closed functional MRI scans of 24 subjects after administration of 0.2 mg/kg of the serotonergic psychedelic drug, psilocybin (magic mushrooms), or placebo. The effective connectivity model included the early visual area, fusiform gyrus, intraparietal sulcus, and inferior frontal gyrus. We observed a pattern of increased self-inhibition of both early visual and higher visual-association regions under psilocybin that was consistent with preclinical findings. We also observed a pattern of reduced inhibition from visual-association regions to earlier visual areas that indicated top-down connectivity is enhanced during visual imagery. The results were analysed with behavioural measures taken immediately after the scans, suggesting psilocybin-induced decreased sensitivity to neural inputs is associated with the perception of eyes-closed visual imagery. The findings inform our basic and clinical understanding of visual perception. They reveal neural mechanisms that, by affecting balance, may increase the impact of top-down feedback connectivity on perception, which could contribute to the visual imagery seen with eyes-closed during psychedelic experiences.","https://www.nature.com/articles/s41380-024-02632-3"
"A dose of creativity: An integrative review of the effects of serotonergic psychedelics on creativity","MÂ Costa","2023","Taylor & Francis","… of creativity tasks were administered on the first day at baseline, the following day (under
the effect of either psilocybin … Psilocybin influenced creativity in a time- and construct-dependent …","https://www.tandfonline.com/doi/abs/10.1080/02791072.2022.2106805"
"Hypnosis, psychedelics, and creativity: An overview and analysis","S Attig, S Krippner","2025","Taylor & Francis","… For participants taking psilocybin but not the control group, … , divergent thinking was enhanced
in the psilocybin group. … the default mode network (DMN) and the frontoparietal network (…","https://www.tandfonline.com/doi/abs/10.1080/00207144.2025.2555431"
"[PDF] Disintegration of Default Mode: Functional MRI Insights Into N, N-Dimethyltryptamine (DMT), Consciousness, and Subcortical Connectivity","A Avakian","2025","cureus.com","… by a disruption of the default mode network (DMN), an … seen during early development
or creative insight, where the … observed in both DMT and psilocybin studies, supporting the …","https://www.cureus.com/articles/388343-disintegration-of-default-mode-functional-mri-insights-into-nn-dimethyltryptamine-dmt-consciousness-and-subcortical-connectivity.pdf"
"[HTML] The Default Mode Network and inner time consciousness","G Northoff, A Buccellato, B Ventura","2025","Elsevier/ScienceDirect","The default mode network (DMN) exhibits distinct dynamic and topographic features relative
to the brain’s other networks, yet their link to consciousness remains unclear. We review …","https://www.sciencedirect.com/science/article/pii/S2352154625000439"
"Exploring mechanisms of psychedelic action using neuroimaging","D Erritzoe, C Timmermann, K Godfrey…","2024","Nature","Modern psychedelic research and clinical development is at a crucial inflection point, with great potential for the treatment of many mental illnesses demonstrated but significant questions that remain unresolved. Neuroimaging has been pivotal in the modern era of psychedelic research, providing crucial insights into the acute effects of these drugs that revealed translational, clinical potential. Here we review this evidence from functional magnetic resonance imaging, positron emission tomography and magnetoencephalography/electroencephalography studies and describe how these findings inform computational models of both the acute action of psychedelics and their longer-term therapeutic effects. This approach, based on multi-modal neuroimaging, provides a solid evidence base for these therapies as they move forwards, as well as a fuller understanding of the powerful effects of psychedelics on the phenomenology of human consciousness.","https://www.nature.com/articles/s44220-023-00172-3"
"Forward tools to enhance creative performance based on neurobiological foundations and implications: bridging divergent and convergent thinking","BR Kokoschko, MK Schabacker…","2025","Cambridge University Press","One focus of creativity research is the question of how creative potential can be effectively unleashed in relation to certain cognitive styles such as convergent and divergent thinking. Neurobiological findings show that different brain structures need to be activated in order to specifically stimulate these cognitive styles. By integrating tools that help understand and optimize the neurochemistry of creativity into the design process, we enable a comprehensive application of creativity and improve the ability to develop innovative solutions. In this contribution, we therefore examine which neurobiological structures undaerlay creativity and how they can be activated in a natural way. We present practical tools for fostering creativity from litertaur, make the scientific mechanisms underlying creativity accessible to designers and propose an approach for implementing the tools.","https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/forward-tools-to-enhance-creative-performance-based-on-neurobiological-foundations-and-implications-bridging-divergent-and-convergent-thinking/219E26EFAAD36A79D8F251F03BF989B2"
"[HTML] Psilocybin exerts distinct effects on resting state networks associated with serotonin and dopamine in mice","J Grandjean, D Buehlmann, M Buerge, H Sigrist…","2021","Elsevier/ScienceDirect","… alters functional connectivity (FC) within the default-mode network (DMN), a … of psilocybin
on FC across the entire brain with a view to investigate underlying mechanisms. Psilocybin …","https://www.sciencedirect.com/science/article/pii/S1053811920309411"
"Psychedelic-Assisted Play Therapy: A Theory on a Treatment for Major Depressive Disorder in Adults","CK Crews","2025","search.proquest.com","Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.","https://search.proquest.com/openview/156ed0f6f68388fa5ea2f95916976cc6/1?pq-origsite=gscholar&cbl=18750&diss=y"
"[HTML] Core of consciousness: the default mode network as nexus of convergence and divergence in the human brain","AI Luppi, D Lyu, EA Stamatakis","2025","Elsevier/ScienceDirect","… We propose an integrative view of the default mode network (DMN) as the anatomical
and functional nexus for the interplay of convergence and divergence in the human brain. A …","https://www.sciencedirect.com/science/article/pii/S2352154625000646"
"Alterations in brain network connectivity and subjective experience induced by psychedelics: a scoping review","Z Yu, L Burback, O Winkler, L Xu, L Dennett…","2024","frontiersin.org","Alterations in brain network connectivity and subjective experience induced by psychedelics: a scoping review","https://www.frontiersin.org/articles/10.3389/fpsyt.2024.1386321/full"
"Increased functional connectivity between brain regions involved in social cognition, emotion and affective-value in psychedelic states induced by N, N …","C Soares, G Lima, ML Pais, M Teixeira…","2024","frontiersin.org","Increased functional connectivity between brain regions involved in social cognition, emotion and affective-value in psychedelic states induced by N,N-Dimethyltryptamine (DMT)","https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2024.1454628/full"
"A predictive coding approach to psychedelic virtual-induced hallucinations and creative cognition in aging","G Magni, C Tuena, G Riva","2023","frontiersin.org","A predictive coding approach to psychedelic virtual-induced hallucinations and creative cognition in aging","https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2023.1219052/full"
"Human brain changes after first psilocybin use","T Lyons, M Spriggs, L Kerkelä, FE Rosas, L Roseman…","2024","biorxiv.org","… one-month after 25mg psilocybin revealed decreased axial … that correlated with decreased
brain network modularity over the … 25mg psilocybin; no effects occurred with a 1mg psilocybin ‘…","https://www.biorxiv.org/content/10.1101/2024.10.11.617955.abstract"
"Me, myself, bye: regional alterations in glutamate and the experience of ego dissolution with psilocybin","NL Mason, KPC Kuypers, F Müller, J Reckweg…","2020","Nature","There is growing interest in the therapeutic utility of psychedelic substances, like psilocybin, for disorders characterized by distortions of the self-experience, like depression. Accumulating preclinical evidence emphasizes the role of the glutamate system in the acute action of the drug on brain and behavior; however this has never been tested in humans. Following a double-blind, placebo-controlled, parallel group design, we utilized an ultra-high field multimodal brain imaging approach and demonstrated that psilocybin (0.17 mg/kg) induced region-dependent alterations in glutamate, which predicted distortions in the subjective experience of one’s self (ego dissolution). Whereas higher levels of medial prefrontal cortical glutamate were associated with negatively experienced ego dissolution, lower levels in hippocampal glutamate were associated with positively experienced ego dissolution. Such findings provide further insights into the underlying neurobiological mechanisms of the psychedelic, as well as the baseline, state. Importantly, they may also provide a neurochemical basis for therapeutic effects as witnessed in ongoing clinical trials.","https://www.nature.com/articles/s41386-020-0718-8"
"[CITATION] Il cervello e la creatività: le basi neurali e molecolari del processo creativo e le sue alterazioni nei disturbi mentali e nelle lesioni cerebrali","B Lorimer","2024","N/A","","N/A"
"A complex systems perspective on psychedelic brain action","M Girn, FE Rosas, RE Daws, CL Gallen…","2023","cell.com","… –19], and network-specific effects (eg, default mode network … regions spanning default mode
and frontoparietal networks [… following psilocybin administration and found that a network-…","https://www.cell.com/trends/cognitive-sciences/abstract/S1364-6613(23)00021-9"
"Perception, Cognition and Ayahuasca A Multidimensional Analysis of Alter States of Consciousness","D Suay","2024","e-theses.imtlucca.it","… reducing the activation of the Default Mode Network (DMN), … the transitions of these creative
thinking modes during the act … psilocybin, LSD and DMT alter the processing of the default …","http://e-theses.imtlucca.it/id/eprint/416"
"The effects of tryptamine psychedelics in the brain: a meta-analysis of functional and review of molecular imaging studies","J Castelhano, G Lima, M Teixeira, C Soares…","2021","frontiersin.org","The Effects of Tryptamine Psychedelics in the Brain: A meta-Analysis of Functional and Review of Molecular Imaging Studies","https://www.frontiersin.org/articles/10.3389/fphar.2021.739053/full"
"Catalyst for change: Psilocybin's antidepressant mechanisms—A systematic review","J Liebnau, F Betzler, A Kerber","2025","journals.sagepub.com","… default mode network connectivity, alongside increased between-network connectivity. …
The results suggest that psilocybin, within a supportive context, may induce antidepressant …","https://journals.sagepub.com/doi/abs/10.1177/02698811241312866"
"[CITATION] Microdosing psychedelics and its effect on creativity: Lessons learned from three double-blind placebo controlled longitudinal trials","L Prochazkova, M van Elk, J Marschall, BD Rifkin…","2021","N/A","","N/A"
