"title","authors","year","publisher","abstract","url"
"[HTML] From google gemini to openai q*(q-star): A survey on reshaping the generative artificial intelligence (ai) research landscape","TR McIntosh, T Susnjak, T Liu, P Watters, D Xu, D Liu…","2025","mdpi.com","This comprehensive survey explored the evolving landscape of generative Artificial Intelligence (AI), with a specific focus on the recent technological breakthroughs and the gathering advancements toward possible Artificial General Intelligence (AGI). It critically examined the current state and future trajectory of generative AI, exploring how innovations in developing actionable and multimodal AI agents with the ability scale their “thinking” in solving complex reasoning tasks are reshaping research priorities and applications across various domains, while the survey also offers an impact analysis on the generative AI research taxonomy. This work has assessed the computational challenges, scalability, and real-world implications of these technologies while highlighting their potential in driving significant progress in fields like healthcare, finance, and education. Our study also addressed the emerging academic challenges posed by the proliferation of both AI-themed and AI-generated preprints, examining their impact on the peer-review process and scholarly communication. The study highlighted the importance of incorporating ethical and human-centric methods in AI development, ensuring alignment with societal norms and welfare, and outlined a strategy for future AI research that focuses on a balanced and conscientious use of generative AI as its capabilities continue to scale.","https://www.mdpi.com/2227-7080/13/2/51"
"Ernie-vilg 2.0: Improving text-to-image diffusion model with knowledge-enhanced mixture-of-denoising-experts","Z Feng, Z Zhang, X Yu, Y Fang, L Li…","2023","openaccess.thecvf.com","… one expert is activated in each denoising step. With the extra knowledge from the visual
scene and the mixture-of-denoising-experts … (2) We propose the mixture-of-denoising-experts …","http://openaccess.thecvf.com/content/CVPR2023/html/Feng_ERNIE-ViLG_2.0_Improving_Text-to-Image_Diffusion_Model_With_Knowledge-Enhanced_Mixture-of-Denoising-Experts_CVPR_2023_paper.html"
"Art or artifice? large language models and the false promise of creativity","T Chakrabarty, P Laban, D Agarwal…","2024","ACM","… + TTCW assessments, each accompanied with a natural language expert explanation. •
Finally, we discuss how creative writing experts can distinguish between AI vs. human written …","https://dl.acm.org/doi/abs/10.1145/3613904.3642731"
"Deepseek-v3 technical report","A Liu, B Feng, B Xue, B Wang, B Wu, C Lu…","2024","arXiv","We present DeepSeek-V3, a strong Mixture-of-Experts (MoE) language model with 671B total parameters with 37B activated for each token. To achieve efficient inference and cost-effective training, DeepSeek-V3 adopts Multi-head Latent Attention (MLA) and DeepSeekMoE architectures, which were thoroughly validated in DeepSeek-V2. Furthermore, DeepSeek-V3 pioneers an auxiliary-loss-free strategy for load balancing and sets a multi-token prediction training objective for stronger performance. We pre-train DeepSeek-V3 on 14.8 trillion diverse and high-quality tokens, followed by Supervised Fine-Tuning and Reinforcement Learning stages to fully harness its capabilities. Comprehensive evaluations reveal that DeepSeek-V3 outperforms other open-source models and achieves performance comparable to leading closed-source models. Despite its excellent performance, DeepSeek-V3 requires only 2.788M H800 GPU hours for its full training. In addition, its training process is remarkably stable. Throughout the entire training process, we did not experience any irrecoverable loss spikes or perform any rollbacks. The model checkpoints are available at this https URL.","https://arxiv.org/abs/2412.19437"
"Is temperature the creativity parameter of large language models?","M Peeperkorn, T Kouwenhoven, D Brown…","2024","arXiv","Large language models (LLMs) are applied to all sorts of creative tasks, and their outputs vary from beautiful, to peculiar, to pastiche, into plain plagiarism. The temperature parameter of an LLM regulates the amount of randomness, leading to more diverse outputs; therefore, it is often claimed to be the creativity parameter. Here, we investigate this claim using a narrative generation task with a predetermined fixed context, model and prompt. Specifically, we present an empirical analysis of the LLM output for different temperature values using four necessary conditions for creativity in narrative generation: novelty, typicality, cohesion, and coherence. We find that temperature is weakly correlated with novelty, and unsurprisingly, moderately correlated with incoherence, but there is no relationship with either cohesion or typicality. However, the influence of temperature on creativity is far more nuanced and weak than suggested by the ""creativity parameter"" claim; overall results suggest that the LLM generates slightly more novel outputs as temperatures get higher. Finally, we discuss ideas to allow more controlled LLM creativity, rather than relying on chance via changing the temperature parameter.","https://arxiv.org/abs/2405.00492"
"Glm-4.5: Agentic, reasoning, and coding (arc) foundation models","A Zeng, X Lv, Q Zheng, Z Hou, B Chen, C Xie…","2025","arXiv","We present GLM-4.5, an open-source Mixture-of-Experts (MoE) large language model with 355B total parameters and 32B activated parameters, featuring a hybrid reasoning method that supports both thinking and direct response modes. Through multi-stage training on 23T tokens and comprehensive post-training with expert model iteration and reinforcement learning, GLM-4.5 achieves strong performance across agentic, reasoning, and coding (ARC) tasks, scoring 70.1% on TAU-Bench, 91.0% on AIME 24, and 64.2% on SWE-bench Verified. With much fewer parameters than several competitors, GLM-4.5 ranks 3rd overall among all evaluated models and 2nd on agentic benchmarks. We release both GLM-4.5 (355B parameters) and a compact version, GLM-4.5-Air (106B parameters), to advance research in reasoning and agentic AI systems. Code, models, and more information are available at this https URL.","https://arxiv.org/abs/2508.06471"
"Speechmatrix: A large-scale mined corpus of multilingual speech-to-speech translations","PA Duquenne, H Gong, N Dong, J Du…","2023","aclanthology.org","We present SpeechMatrix, a large-scale multilingual corpus of speech-to-speech translations mined from real speech of European Parliament recordings. It contains speech alignments in 136 language pairs with a total of 418 thousand hours of speech. To evaluate the quality of this parallel speech, we train bilingual speech-to-speech translation models on mined data only and establish extensive baseline results on EuroParl-ST, VoxPopuli and FLEURS test sets. Enabled by the multilinguality of SpeechMatrix, we also explore multilingual speech-to-speech translation, a topic which was addressed by few other works. We also demonstrate that model pre-training and sparse scaling using Mixture-of-Experts bring large gains to translation performance. The mined data and models will be publicly released","https://aclanthology.org/2023.acl-long.899/"
"Learning to think together: Creativity, interdisciplinary collaboration and epistemic control","P Gardiner","2020","Elsevier/ScienceDirect","… creative and collaborative thinking. In this paper, I synthesise the research around creative
… educational contexts to help students generate creative responses to complex problems. The …","https://www.sciencedirect.com/science/article/pii/S1871187120302236"
"Creative writing with an ai-powered writing assistant: Perspectives from professional writers","D Ippolito, A Yuan, A Coenen, S Burnam","2022","arXiv","Recent developments in natural language generation (NLG) using neural language models have brought us closer than ever to the goal of building AI-powered creative writing tools. However, most prior work on human-AI collaboration in the creative writing domain has evaluated new systems with amateur writers, typically in contrived user studies of limited scope. In this work, we commissioned 13 professional, published writers from a diverse set of creative writing backgrounds to craft stories using Wordcraft, a text editor with built-in AI-powered writing assistance tools. Using interviews and participant journals, we discuss the potential of NLG to have significant impact in the creative writing domain--especially with respect to brainstorming, generation of story details, world-building, and research assistance. Experienced writers, more so than amateurs, typically have well-developed systems and methodologies for writing, as well as distinctive voices and target audiences. Our work highlights the challenges in building for these writers; NLG technologies struggle to preserve style and authorial voice, and they lack deep understanding of story contents. In order for AI-powered writing assistants to realize their full potential, it is essential that they take into account the diverse goals and expertise of human writers.","https://arxiv.org/abs/2211.05030"
"Fastermoe: modeling and optimizing training of large-scale dynamic pre-trained models","J He, J Zhai, T Antunes, H Wang, F Luo, S Shi…","2022","ACM","The current trend in deep learning is to scale models to extremely large sizes with the
objective of increasing their accuracy. Mixture-of-Expert (MoE) is the most popular pre-trained …","https://dl.acm.org/doi/abs/10.1145/3503221.3508418"
"[BOOK] Explaining creativity: The science of human innovation","RK Sawyer, D Henriksen","2024","books.google.com","Explaining Creativity is an accessible introduction to the latest scientific research on creativity. The book summarizes and integrates a broad range of research in psychology and related scientific fields. In the last 50 years, psychologists, anthropologists, and sociologists have devoted increased attention to creativity; we now know more about creativity than at any point in history. Explaining Creativity examines research on thinking processes, personality, culture, mental health, groupwork, technology, self-beliefs, and more. It also reviews creativity across fields such as the arts, science, theater, music, and writing. This new edition maintains the broad and practical, yet still detailed approach of the previous editions, but it features updated coverage on the full landscape of creative cognition, creative practice, and social and cultural contexts for creativity. With three new chapters on Creativity and Technology, Creativity and Wellbeing, and Creativity and Self, this third edition provides a comprehensive understanding of creativity for anyone interested in the topic.","https://books.google.com/books?hl=en&lr=&id=Nw3kEAAAQBAJ&oi=fnd&pg=PP1&dq=mixture+of+experts+creativity&ots=HFPWNcsPKr&sig=cCQVB3WlkWHnsBHa3cxfAnLVU-I"
"Creativity in the age of generative AI","J Rafner, RE Beaty, JC Kaufman, T Lubart…","2023","Nature","State-of-the-art generative artificial intelligence (AI) can now match humans in creativity tests and is at the cusp of augmenting the creativity of every knowledge worker on Earth. We argue that enriching generative AI applications with insights from the psychological sciences may revolutionize our understanding of creativity and lead to increasing synergies in human–AI hybrid intelligent interfaces.","https://www.nature.com/articles/s41562-023-01751-1"
"No language left behind: Scaling human-centered machine translation","MR Costa-Jussà, J Cross, O Çelebi, M Elbayad…","2022","arXiv","Driven by the goal of eradicating language barriers on a global scale, machine translation has solidified itself as a key focus of artificial intelligence research today. However, such efforts have coalesced around a small subset of languages, leaving behind the vast majority of mostly low-resource languages. What does it take to break the 200 language barrier while ensuring safe, high quality results, all while keeping ethical considerations in mind? In No Language Left Behind, we took on this challenge by first contextualizing the need for low-resource language translation support through exploratory interviews with native speakers. Then, we created datasets and models aimed at narrowing the performance gap between low and high-resource languages. More specifically, we developed a conditional compute model based on Sparsely Gated Mixture of Experts that is trained on data obtained with novel and effective data mining techniques tailored for low-resource languages. We propose multiple architectural and training improvements to counteract overfitting while training on thousands of tasks. Critically, we evaluated the performance of over 40,000 different translation directions using a human-translated benchmark, Flores-200, and combined human evaluation with a novel toxicity benchmark covering all languages in Flores-200 to assess translation safety. Our model achieves an improvement of 44% BLEU relative to the previous state-of-the-art, laying important groundwork towards realizing a universal translation system. Finally, we open source all contributions described in this work, accessible at this https URL.","https://arxiv.org/abs/2207.04672"
"[HTML] Multi-site fMRI analysis using privacy-preserving federated learning and domain adaptation: ABIDE results","X Li, Y Gu, N Dvornek, LH Staib, P Ventola…","2020","Elsevier/ScienceDirect","Deep learning models have shown their advantage in many different tasks, including
neuroimage analysis. However, to effectively train a high-quality deep learning model, the …","https://www.sciencedirect.com/science/article/pii/S1361841520301298"
"Artificial intelligence-based creative thinking skill analysis model using human–computer interaction in art design teaching","X Fan, X Zhong","2022","Elsevier/ScienceDirect","Due to the rapid growth of network technology, its openness and sharing capabilities and
interaction have helped change the art education model for the better. Increased science has …","https://www.sciencedirect.com/science/article/pii/S0045790622002348"
"Toward advancing theory on creativity in marketing and artificial intelligence","N Ameen, GD Sharma, S Tarba, A Rao…","2022","Wiley","… Creativity has been identified as the future of marketing; at the same time, artificial … AI on
creativity in marketing. Hence, this research aims to advance theories on creativity in marketing …","https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21699"
"[HTML] Data expansion using back translation and paraphrasing for hate speech detection","DR Beddiar, MS Jahan, M Oussalah","2021","Elsevier/ScienceDirect","… In addition, paraphrasing exploits the transformer model and the mixture of experts to
generate diverse paraphrases. Finally, LSTM, and CNN are compared to seek enhanced …","https://www.sciencedirect.com/science/article/pii/S2468696421000355"
"Routing to the expert: Efficient reward-guided ensemble of large language models","K Lu, H Yuan, R Lin, J Lin, Z Yuan…","2024","aclanthology.org","The complementary potential of Large Language Models (LLM) assumes off-the-shelf LLMs have heterogeneous expertise in a wide range of domains and tasks so that an ensemble of LLMs can achieve consistently better performance. Existing ensemble methods for LLMs mainly focus on reward model ranking of outputs, leading to significant computation overhead. To combat this issue, we revisit the complementary potential of LLMs and further elaborate on it by mining latent expertise with off-the-shelf reward models. We propose ZOOTER, a reward-guided routing method distilling rewards on training queries to train a routing function, which can precisely distribute each query to the LLM with expertise about it. We also integrate a tag-based label enhancement to mitigate noise from uncertainty when using rewards as silver supervision. ZOOTER shows computation efficiency in inference as it only introduces minor computation overhead of a routing function compared with reward model ranking methods. We evaluate ZOOTER on a comprehensive benchmark collection with 26 subsets in different domains and tasks. ZOOTER outperforms the best single model on average and ranks first on 44% of tasks, even surpassing multiple reward model ranking methods.","https://aclanthology.org/2024.naacl-long.109/"
"[PDF] No language left behind: Scaling human-centered machine translation","N Team, MR Costa-Jussà, J Cross, O Çelebi…","2022","Academia.edu","… Using both mined data and a set of human-translated seed data, we trained multilingual
Mixtures-of-Experts models with state of the art performance. Despite doubling the number of …","https://www.academia.edu/download/93794560/2207.pdf"
"Spellburst: A node-based interface for exploratory creative coding with natural language prompts","T Angert, M Suzara, J Han, C Pondoc…","2023","ACM","… AI capabilities within current creative programming … ten expert creative coders, we identifed
ways in which artists navigated semantic and syntactic spaces, distinct tasks in their creative …","https://dl.acm.org/doi/abs/10.1145/3586183.3606719"
"Experts speaking: Crucial teacher attributes for implementing blended learning in higher education","B Bruggeman, J Tondeur, K Struyven, B Pynoo…","2021","Elsevier/ScienceDirect","… Experts can analyze deep structures of complex organizational problems and hold process
knowledge that can generate practical effect. Twelve expert … change or creatively connecting …","https://www.sciencedirect.com/science/article/pii/S1096751620300488"
"Effect of crowd voting on participation in crowdsourcing contests","L Chen, P Xu, D Liu","2020","Taylor & Francis","… Motivated by the adoption of crowd voting at a few crowdsourcing platforms for creative …
winner-selection mechanism designs that mix crowd voting and expert rating in alternative ways (…","https://www.tandfonline.com/doi/abs/10.1080/07421222.2020.1759342"
"Turning up the heat: Min-p sampling for creative and coherent llm outputs","MN Nguyen, A Baker, C Neo, A Roush, A Kirsch…","2024","arXiv","Large Language Models (LLMs) generate text by sampling the next token from a probability distribution over the vocabulary at each decoding step. Popular sampling methods like top-p (nucleus sampling) often struggle to balance quality and diversity, especially at higher temperatures which lead to incoherent or repetitive outputs. We propose min-p sampling, a dynamic truncation method that adjusts the sampling threshold based on the model's confidence by using the top token's probability as a scaling factor. Our experiments on benchmarks including GPQA, GSM8K, and AlpacaEval Creative Writing show that min-p sampling improves both the quality and diversity of generated text across different model families (Mistral and Llama 3) and model sizes (1B to 123B parameters), especially at higher temperatures. Human evaluations further show a clear preference for min-p sampling, in both text quality and creativity. Min-p sampling has been adopted by popular open-source LLM frameworks, including Hugging Face Transformers, VLLM, and many others, highlighting its considerable impact on improving text generation quality.","https://arxiv.org/abs/2407.01082"
"Thai undergraduate science, technology, engineering, arts, and math (STEAM) creative thinking and innovation skill development: a conceptual model using a digital …","N Wannapiroon, P Pimdee","2022","Springer","Qualitative and quantitative research methods were undertaken to examine and develop a digitally based virtual classroom learning environment (VCLE) for Thai undergraduate students’ creative thinking and innovation enhancement in science, technology, engineering, arts, and math (STEM/STEAM) disciplines. The research methodology was divided into two phases, including the synthesis and then the design of the VCLE. Also, in addition to the study’s authors, nine experts were used for the model’s development and another ten for its assessment (19 total). From their in-depth interviews and subsequent content analysis, their input of the proposed STEAM-ification process was synthesized and the data analyzed. The results revealed that the VCLE design should begin with a face-to-face, classroom learning environment in which the ‘gamification’ mechanisms were introduced and examined. This was then reinforced by moving the gamification process online outside of the classroom. Furthermore, five VCLE STEAM-ification steps were found to be particularly useful for enhancing creative thinking and student innovation. These included investigation, discovery, connections, creativity, and reflection. Moreover, we identified the gamification process as consisting of three main components. These were the ‘game mechanics,' the ‘game dynamics,' and ‘player emotions’. The ten experts agreed that the VCLE STEAM-ification creativity and innovation (C & I) process was appropriate at an ‘excellent’ level (\(\overline{x}\) = 4.68, S. D. = 0.47), which has great potential in the development of Thai undergraduate student C & I skills. Also, when undertaken correctly, innovation and motivation to learn are also outcomes from both VCLE and gamification applications. Thus, when students undertook study with the VCLE STEAM-ification format, they were found to achieve higher levels of creativity and innovation than students who studied using the traditional teaching plan. These results were found to be statistically significant at the .01 level.","https://link.springer.com/article/10.1007/s10639-021-10849-w"
"Dimensions of musical creativity","A Schiavio, M Benedek","2020","frontiersin.org","Current literature on creative cognition has developed rich conceptual landscapes dedicated to the analysis of both individual and collective forms of creati...","https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2020.578932/full"
"The ultimate guide to fine-tuning llms from basics to breakthroughs: An exhaustive review of technologies, research, best practices, applied research challenges and …","VB Parthasarathy, A Zafar, A Khan, A Shahid","2024","arXiv","This report examines the fine-tuning of Large Language Models (LLMs), integrating theoretical insights with practical applications. It outlines the historical evolution of LLMs from traditional Natural Language Processing (NLP) models to their pivotal role in AI. A comparison of fine-tuning methodologies, including supervised, unsupervised, and instruction-based approaches, highlights their applicability to different tasks. The report introduces a structured seven-stage pipeline for fine-tuning LLMs, spanning data preparation, model initialization, hyperparameter tuning, and model deployment. Emphasis is placed on managing imbalanced datasets and optimization techniques. Parameter-efficient methods like Low-Rank Adaptation (LoRA) and Half Fine-Tuning are explored for balancing computational efficiency with performance. Advanced techniques such as memory fine-tuning, Mixture of Experts (MoE), and Mixture of Agents (MoA) are discussed for leveraging specialized networks and multi-agent collaboration. The report also examines novel approaches like Proximal Policy Optimization (PPO) and Direct Preference Optimization (DPO), which align LLMs with human preferences, alongside pruning and routing optimizations to improve efficiency. Further sections cover validation frameworks, post-deployment monitoring, and inference optimization, with attention to deploying LLMs on distributed and cloud-based platforms. Emerging areas such as multimodal LLMs, fine-tuning for audio and speech, and challenges related to scalability, privacy, and accountability are also addressed. This report offers actionable insights for researchers and practitioners navigating LLM fine-tuning in an evolving landscape.","https://arxiv.org/abs/2408.13296"
"Dcn v2: Improved deep & cross network and practical lessons for web-scale learning to rank systems","R Wang, R Shivanna, D Cheng, S Jain, D Lin…","2021","ACM","… In addition, we propose a technique based on the Mixture-of-Expert architecture [19, 45] to
further decompose the matrix into multiple smaller sub-spaces. These sub-spaces are then …","https://dl.acm.org/doi/abs/10.1145/3442381.3450078"
"Meaning-making through creativity during COVID-19","H Kapoor, JC Kaufman","2020","frontiersin.org","The COVID-19 pandemic resulted in an abrupt change in routines and livelihoods all around the world. This public health crisis amplified a number of systemic...","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2020.595990/full"
"[CITATION] A whack on the side of the head: How you can be more creative","R Von Oech","2024","N/A","","N/A"
